unit price ,best price ,date,transaction ID,quantity,store name,total,subcategory,discount,item ID,category,brand,customer ID,payment types,gender,location
1.91,1.36,21/4/2025,WOOL-2551839,4,Woolworths,5.44,Cucumber,1.91,137140,Fruit & Veg,Lebanese,WOOL-EA860F1DF6,EFTPOS,Female,Perth
0.79,0.39,16/4/2025,WOOL-6393975,4,Metro,1.56,Apples,0.79,105925,Fruit & Veg,Fresh,WOOL-814F93B622,Store card,Female,Canberra
0.69,0.47,26/4/2025,WOOL-4182919,6,Woolworths,2.82,Bananas,0.69,133214,Fruit & Veg,Cavendish,WOOL-76C1999572,Cash,Female,Brisbane
0.51,0.27,8/4/2025,WOOL-5459931,7,Metro,1.89,Laundry Capsules,0.51,898840,Cleaning & Maintenance,Mnml,WOOL-42E4140996,Gift card,Male,Sydney
9.68,7.19,15/4/2025,WOOL-9487909,5,Woolworths,35.95,Light Globes,9.68,197769,Cleaning & Maintenance,Mirabella,WOOL-0E2815FD45,Credit card,Female,Adelaide
16.78,11.82,14/4/2025,WOOL-0661498,4,Woolworths,47.28,Padlocks,16.78,747024,Cleaning & Maintenance,Master,WOOL-78F04DCD77,Store card,Female,Canberra
0.61,0.31,10/4/2025,WOOL-0700505,1,Metro,0.31,Onion,0.61,144337,Fruit & Veg,Onion,WOOL-558B485223,Credit card,Female,Brisbane
18.81,16.98,27/4/2025,WOOL-A979515,1,Metro,16.98,Padlocks,18.81,747026,Cleaning & Maintenance,Master,WOOL-11CF07C83D,Store card,Female,Melbourne
0.78,0.46,5/4/2025,WOOL-9632724,6,Metro,2.76,Bananas,0.78,133211,Fruit & Veg,Cavendish,WOOL-CA73C45578,EFTPOS,Female,Sydney
1.15,0.78,4/4/2025,WOOL-2954344,2,Metro,1.56,Broccoli,1.15,134690,Fruit & Veg,Fresh,WOOL-2CE237D1A6,EFTPOS,Male,Perth
0.61,0.35,17/4/2025,WOOL-A294369,2,Metro,0.7,Onion,0.61,144333,Fruit & Veg,Onion,WOOL-A75DE073EC,EFTPOS,Female,Hobart
19.16,13.53,19/4/2025,WOOL-C724893,1,Woolworths,13.53,Padlocks,19.16,747025,Cleaning & Maintenance,Master,WOOL-78C96757F4,Store card,Female,Darwin
11.49,10.16,5/4/2025,WOOL-4438791,1,Metro,10.16,Insect Repellent,11.49,900331,Cleaning & Maintenance,Aerogard,WOOL-50E94A91AE,Store card,Male,Brisbane
1.25,0.84,11/4/2025,WOOL-B703682,5,Woolworths,4.2,Cleaning Tablets,1.25,173889,Cleaning & Maintenance,Restor,WOOL-4918F0D369,Credit card,Female,Canberra
2.01,1.48,29/4/2025,WOOL-C516363,2,Metro,2.96,Cucumber,2.01,137139,Fruit & Veg,Lebanese,WOOL-9903FB45CF,Store card,Female,Hobart
0.74,0.49,7/4/2025,WOOL-9985249,3,Woolworths,1.47,Bananas,0.74,133219,Fruit & Veg,Cavendish,WOOL-4C9BC82025,Gift card,Female,Canberra
1.94,1.42,20/4/2025,WOOL-E290551,1,Metro,1.42,Avocado,1.94,120083,Fruit & Veg,Hass,WOOL-D9E12E660A,Credit card,Male,Brisbane
9.54,7.94,22/4/2025,WOOL-3994905,4,Metro,31.76,Strawberries,9.54,144613,Fruit & Veg,Strawberries,WOOL-2D98804DE2,Credit card,Male,Perth
0.72,0.72,13/4/2025,WOOL-7114204,5,Metro,3.6,Bananas,0.72,133217,Fruit & Veg,Cavendish,WOOL-17E95F075C,Gift card,Female,Melbourne
0.81,0.41,28/4/2025,WOOL-E389599,2,Metro,0.82,Apples,0.81,105927,Fruit & Veg,Fresh,WOOL-DA7286040D,EFTPOS,Female,Canberra
0.48,0.12,22/4/2025,WOOL-4351236,5,Metro,0.6,Mandarin,0.48,829113,Fruit & Veg,Mandarin,WOOL-B98FA39C5A,Store card,Female,Canberra
1.14,0.79,13/4/2025,WOOL-B914659,2,Woolworths,1.58,Broccoli,1.14,134686,Fruit & Veg,Fresh,WOOL-B646A7CFA8,EFTPOS,Male,Perth
0.84,0.37,17/4/2025,WOOL-3378601,4,Metro,1.48,Apples,0.84,105922,Fruit & Veg,Fresh,WOOL-9293068A21,Cash,Female,Darwin
9.82,7.34,20/4/2025,WOOL-5503498,5,Woolworths,36.7,Light Globes,9.82,197772,Cleaning & Maintenance,Mirabella,WOOL-F4DF2191DA,Cash,Female,Melbourne
0.63,0.23,18/4/2025,WOOL-3953160,9,Metro,2.07,Onion,0.63,144335,Fruit & Veg,Onion,WOOL-51E4B671E3,Credit card,Female,Perth
0.39,0.23,27/4/2025,WOOL-9155196,2,Metro,0.46,Mandarin,0.39,829107,Fruit & Veg,Mandarin,WOOL-07882700CC,EFTPOS,Male,Canberra
0.59,0.33,10/4/2025,WOOL-8782271,1,Metro,0.33,Tomatoes,0.59,134041,Fruit & Veg,Fresh,WOOL-FB68D728AA,EFTPOS,Male,Melbourne
8.14,6.83,8/4/2025,WOOL-6359850,2,Woolworths,13.66,Light Globes,8.14,197766,Cleaning & Maintenance,Mirabella,WOOL-322DA0698F,Credit card,Female,Adelaide
10.88,8.63,6/4/2025,WOOL-5535637,1,Woolworths,8.63,Light Globes,10.88,197766,Cleaning & Maintenance,Mirabella,WOOL-DBEAF680DB,EFTPOS,Male,Darwin
8.68,6.71,1/4/2025,WOOL-3415618,1,Woolworths,6.71,Strawberries,8.68,144610,Fruit & Veg,Strawberries,WOOL-052ED98EC6,Gift card,Female,Adelaide
1.23,0.85,2/4/2025,WOOL-A423953,2,Woolworths,1.7,Broccoli,1.23,134689,Fruit & Veg,Fresh,WOOL-5D3BBBFA83,Gift card,Male,Adelaide
8.47,7.32,26/4/2025,WOOL-6853291,3,Woolworths,21.96,Strawberries,8.47,144610,Fruit & Veg,Strawberries,WOOL-34695326A9,Gift card,Female,Adelaide
0.61,0.36,20/4/2025,WOOL-1574800,8,Metro,2.88,Laundry Capsules,0.61,898842,Cleaning & Maintenance,Mnml,WOOL-1EBCB1B4E4,Credit card,Female,Darwin
9.41,8.24,20/4/2025,WOOL-D330697,1,Metro,8.24,Strawberries,9.41,144609,Fruit & Veg,Strawberries,WOOL-03374C39E9,Gift card,Female,Melbourne
2.25,1.71,18/4/2025,WOOL-E336983,9,Metro,15.39,Avocado,2.25,120080,Fruit & Veg,Hass,WOOL-213A788B7E,EFTPOS,Male,Darwin
0.36,0.22,26/4/2025,WOOL-3813733,6,Woolworths,1.32,Mandarin,0.36,829109,Fruit & Veg,Mandarin,WOOL-F604C8041C,Credit card,Female,Adelaide
1.19,0.76,14/4/2025,WOOL-0131444,7,Metro,5.32,Cleaning Tablets,1.19,173889,Cleaning & Maintenance,Restor,WOOL-749406B445,EFTPOS,Female,Canberra
0.87,0.5,26/4/2025,WOOL-3619760,8,Metro,4,Bananas,0.87,133214,Fruit & Veg,Cavendish,WOOL-44CF13CC87,Gift card,Male,Darwin
2.11,1.5,10/4/2025,WOOL-B275124,5,Metro,7.5,Cucumber,2.11,137136,Fruit & Veg,Lebanese,WOOL-E048E5967C,EFTPOS,Female,Darwin
0.58,0.38,28/4/2025,WOOL-4226088,5,Metro,1.9,Laundry Capsules,0.58,898842,Cleaning & Maintenance,Mnml,WOOL-05B35E40C8,Cash,Male,Melbourne
0.76,0.27,21/4/2025,WOOL-2486253,3,Woolworths,0.81,Bananas,0.76,133215,Fruit & Veg,Cavendish,WOOL-EEEAF42B58,Store card,Female,Melbourne
0.58,0.35,7/4/2025,WOOL-E196865,3,Metro,1.05,Tomatoes,0.58,134037,Fruit & Veg,Fresh,WOOL-F360F13F26,EFTPOS,Male,Perth
1.45,0.95,17/4/2025,WOOL-8433799,8,Metro,7.6,Broccoli,1.45,134684,Fruit & Veg,Fresh,WOOL-AA17F1B1D3,Credit card,Female,Darwin
0.65,0.44,15/4/2025,WOOL-5319273,2,Metro,0.88,Laundry Capsules,0.65,898842,Cleaning & Maintenance,Mnml,WOOL-10D79B1EC1,Credit card,Male,Perth
2.3,1.66,4/4/2025,WOOL-B955266,1,Woolworths,1.66,Cucumber,2.3,137133,Fruit & Veg,Lebanese,WOOL-50142A11D4,Store card,Female,Canberra
0.49,0.1,18/4/2025,WOOL-8875028,5,Woolworths,0.5,Laundry Capsules,0.49,898842,Cleaning & Maintenance,Mnml,WOOL-832E4CF8EF,EFTPOS,Female,Darwin
10.67,8.6,8/4/2025,WOOL-5553976,4,Woolworths,34.4,Insect Repellent,10.67,900325,Cleaning & Maintenance,Aerogard,WOOL-C00FF58228,EFTPOS,Female,Canberra
0.85,0.57,2/4/2025,WOOL-E372379,6,Woolworths,3.42,Potatoes,0.85,208897,Fruit & Veg,Potato,WOOL-F1D6D2CEC9,EFTPOS,Female,Perth
1.29,0.85,29/4/2025,WOOL-8985146,1,Metro,0.85,Broccoli,1.29,134683,Fruit & Veg,Fresh,WOOL-43914F6DA3,Gift card,Female,Sydney
1.85,1.3,19/4/2025,WOOL-F150970,4,Woolworths,5.2,Cucumber,1.85,137135,Fruit & Veg,Lebanese,WOOL-E9E2938591,Credit card,Male,Brisbane
10.77,10.07,27/4/2025,WOOL-3621373,2,Woolworths,20.14,Light Globes,10.77,197768,Cleaning & Maintenance,Mirabella,WOOL-260F290940,EFTPOS,Male,Brisbane
0.6,0.21,20/4/2025,WOOL-6774041,8,Woolworths,1.68,Onion,0.6,144337,Fruit & Veg,Onion,WOOL-1A942EA2D3,Store card,Male,Perth
0.79,0.46,10/4/2025,WOOL-5779587,1,Metro,0.46,Potatoes,0.79,208902,Fruit & Veg,Potato,WOOL-E5D8BE13D6,Credit card,Female,Sydney
11.39,9.44,15/4/2025,WOOL-0825091,6,Metro,56.64,Insect Repellent,11.39,900325,Cleaning & Maintenance,Aerogard,WOOL-006CB9F5B0,Cash,Female,Canberra
0.39,0.1,20/4/2025,WOOL-D935329,1,Woolworths,0.1,Mandarin,0.39,829113,Fruit & Veg,Mandarin,WOOL-2663731D74,Store card,Female,Melbourne
0.87,0.46,29/4/2025,WOOL-A878013,1,Metro,0.46,Potatoes,0.87,208899,Fruit & Veg,Potato,WOOL-42849D5E20,Credit card,Female,Hobart
2.39,1.68,7/4/2025,WOOL-4333375,2,Metro,3.36,Cucumber,2.39,137131,Fruit & Veg,Lebanese,WOOL-F37B626E4A,Gift card,Male,Adelaide
1.93,1.38,26/4/2025,WOOL-E585280,2,Metro,2.76,Avocado,1.93,120081,Fruit & Veg,Hass,WOOL-34D646437E,Cash,Male,Brisbane
0.46,0.19,28/4/2025,WOOL-E238471,4,Metro,0.76,Mandarin,0.46,829107,Fruit & Veg,Mandarin,WOOL-BFE72F4249,Gift card,Female,Melbourne
2.03,1.5,20/4/2025,WOOL-D519750,1,Woolworths,1.5,Cucumber,2.03,137136,Fruit & Veg,Lebanese,WOOL-0DD802CC3C,EFTPOS,Female,Adelaide
11.54,10.27,28/4/2025,WOOL-A526495,3,Metro,30.81,Insect Repellent,11.54,900325,Cleaning & Maintenance,Aerogard,WOOL-88AC0632FA,Cash,Female,Adelaide
0.73,0.24,12/4/2025,WOOL-6304450,2,Metro,0.48,Tomatoes,0.73,134041,Fruit & Veg,Fresh,WOOL-DE389D62BE,Credit card,Male,Perth
8.4,6.67,29/4/2025,WOOL-E103570,7,Woolworths,46.69,Light Globes,8.4,197773,Cleaning & Maintenance,Mirabella,WOOL-2C9A8393FC,EFTPOS,Female,Sydney
0.85,0.85,21/4/2025,WOOL-3392193,1,Woolworths,0.85,Bananas,0.85,133216,Fruit & Veg,Cavendish,WOOL-9DCF211E85,Credit card,Female,Canberra
17.88,16.04,2/4/2025,WOOL-1777071,2,Metro,32.08,Padlocks,17.88,747025,Cleaning & Maintenance,Master,WOOL-5CB0B89985,EFTPOS,Male,Adelaide
1.21,0.77,27/4/2025,WOOL-1900264,4,Woolworths,3.08,Broccoli,1.21,134687,Fruit & Veg,Fresh,WOOL-1CDAA1AEC6,Cash,Female,Melbourne
1.1,0.66,14/4/2025,WOOL-B954894,8,Woolworths,5.28,Cleaning Tablets,1.1,173888,Cleaning & Maintenance,Restor,WOOL-616132D6CB,Gift card,Male,Sydney
9.74,8.03,13/4/2025,WOOL-4953196,7,Woolworths,56.21,Strawberries,9.74,144611,Fruit & Veg,Strawberries,WOOL-0893EBA725,Gift card,Female,Perth
0.98,0.98,17/4/2025,WOOL-E663095,7,Woolworths,6.86,Apples,0.98,105922,Fruit & Veg,Fresh,WOOL-A78C005B2D,EFTPOS,Male,Melbourne
2.19,2.19,4/4/2025,WOOL-2125780,1,Metro,2.19,Cucumber,2.19,137136,Fruit & Veg,Lebanese,WOOL-BDFA65F3B0,Cash,Female,Perth
0.77,0.32,13/4/2025,WOOL-B441294,6,Woolworths,1.92,Potatoes,0.77,208902,Fruit & Veg,Potato,WOOL-C81A7BD3C2,EFTPOS,Female,Darwin
10.69,10.15,25/4/2025,WOOL-1138133,5,Woolworths,50.75,Insect Repellent,10.69,900329,Cleaning & Maintenance,Aerogard,WOOL-1BAD389936,Credit card,Male,Perth
0.41,0.27,1/4/2025,WOOL-0259365,8,Woolworths,2.16,Mandarin,0.41,829113,Fruit & Veg,Mandarin,WOOL-3892A4CF88,Store card,Male,Canberra
2.32,1.76,7/4/2025,WOOL-F997932,2,Metro,3.52,Cucumber,2.32,137132,Fruit & Veg,Lebanese,WOOL-4870B61963,EFTPOS,Male,Darwin
2.33,1.64,1/4/2025,WOOL-5864923,8,Metro,13.12,Cucumber,2.33,137131,Fruit & Veg,Lebanese,WOOL-1D67BE1FC9,Credit card,Male,Melbourne
0.85,0.48,12/4/2025,WOOL-4168904,3,Woolworths,1.44,Potatoes,0.85,208905,Fruit & Veg,Potato,WOOL-2A7D9D0901,Cash,Female,Brisbane
0.52,0.1,22/4/2025,WOOL-9295358,4,Metro,0.4,Laundry Capsules,0.52,898838,Cleaning & Maintenance,Mnml,WOOL-F133280225,Store card,Female,Perth
8.42,8.42,24/4/2025,WOOL-A585610,3,Metro,25.26,Strawberries,8.42,144609,Fruit & Veg,Strawberries,WOOL-05E01BC892,Cash,Male,Perth
0.85,0.39,28/4/2025,WOOL-6225740,3,Metro,1.17,Bananas,0.85,133217,Fruit & Veg,Cavendish,WOOL-81166CE309,EFTPOS,Male,Adelaide
0.6,0.24,18/4/2025,WOOL-D127755,3,Woolworths,0.72,Onion,0.6,144330,Fruit & Veg,Onion,WOOL-925FCED2D6,Credit card,Male,Brisbane
12.12,11.46,7/4/2025,WOOL-9337721,2,Woolworths,22.92,Insect Repellent,12.12,900332,Cleaning & Maintenance,Aerogard,WOOL-3B29EBAB3E,Credit card,Male,Melbourne
13.35,10.43,28/4/2025,WOOL-3906605,5,Woolworths,52.15,Insect Repellent,13.35,900328,Cleaning & Maintenance,Aerogard,WOOL-0D9D038246,Cash,Female,Melbourne
9.81,9.81,23/4/2025,WOOL-6900130,4,Woolworths,39.24,Strawberries,9.81,144609,Fruit & Veg,Strawberries,WOOL-C87439F3C7,Credit card,Male,Hobart
0.5,0.1,17/4/2025,WOOL-C654787,4,Woolworths,0.4,Onion,0.5,144338,Fruit & Veg,Onion,WOOL-70E1C01A3B,Store card,Female,Darwin
0.86,0.39,20/4/2025,WOOL-2618391,2,Woolworths,0.78,Bananas,0.86,133216,Fruit & Veg,Cavendish,WOOL-82AF144868,Credit card,Male,Canberra
10.63,10.63,28/4/2025,WOOL-5136786,9,Metro,95.67,Light Globes,10.63,197767,Cleaning & Maintenance,Mirabella,WOOL-F94E818553,Store card,Male,Hobart
12.1,11.38,21/4/2025,WOOL-6227531,4,Metro,45.52,Insect Repellent,12.1,900327,Cleaning & Maintenance,Aerogard,WOOL-BBE5761AF9,Credit card,Male,Perth
9.82,7.36,10/4/2025,WOOL-6496449,1,Woolworths,7.36,Light Globes,9.82,197766,Cleaning & Maintenance,Mirabella,WOOL-14F635F4A1,Credit card,Male,Perth
1.41,1.41,21/4/2025,WOOL-B468117,5,Metro,7.05,Broccoli,1.41,134690,Fruit & Veg,Fresh,WOOL-87AFAB5B64,Store card,Male,Brisbane
0.83,0.45,1/4/2025,WOOL-4643264,1,Metro,0.45,Apples,0.83,105919,Fruit & Veg,Fresh,WOOL-C740EF96AA,Credit card,Female,Hobart
0.45,0.45,11/4/2025,WOOL-C284560,1,Woolworths,0.45,Mandarin,0.45,829114,Fruit & Veg,Mandarin,WOOL-475C0F6EFE,EFTPOS,Female,Perth
18.57,14.05,12/4/2025,WOOL-0730123,3,Woolworths,42.15,Padlocks,18.57,747031,Cleaning & Maintenance,Master,WOOL-EBF8910A58,Gift card,Female,Melbourne
0.67,0.39,5/4/2025,WOOL-5703574,4,Metro,1.56,Tomatoes,0.67,134040,Fruit & Veg,Fresh,WOOL-AA85D6E561,Store card,Male,Adelaide
2.24,1.64,1/4/2025,WOOL-F922181,1,Metro,1.64,Cucumber,2.24,137131,Fruit & Veg,Lebanese,WOOL-E7BCA66150,Credit card,Male,Hobart
1.35,0.91,4/4/2025,WOOL-7460678,2,Metro,1.82,Cleaning Tablets,1.35,173885,Cleaning & Maintenance,Restor,WOOL-15C83906AC,Store card,Male,Sydney
0.57,0.39,19/4/2025,WOOL-4854069,8,Woolworths,3.12,Onion,0.57,144334,Fruit & Veg,Onion,WOOL-65061FA65A,Cash,Male,Brisbane
18.95,14.4,24/4/2025,WOOL-B745262,2,Metro,28.8,Padlocks,18.95,747031,Cleaning & Maintenance,Master,WOOL-14271446BF,Store card,Male,Melbourne
7.91,6.05,30/4/2025,WOOL-B967431,1,Metro,6.05,Strawberries,7.91,144610,Fruit & Veg,Strawberries,WOOL-DA2454AE08,Store card,Female,Perth
0.51,0.51,10/4/2025,WOOL-6346028,10,Metro,5.1,Onion,0.51,144339,Fruit & Veg,Onion,WOOL-AE2E7AE2A5,Gift card,Male,Canberra
1.92,1.39,18/4/2025,WOOL-4277184,2,Metro,2.78,Avocado,1.92,120083,Fruit & Veg,Hass,WOOL-3644FD19C8,Gift card,Male,Brisbane
1.13,0.72,28/4/2025,WOOL-4771022,4,Woolworths,2.88,Cleaning Tablets,1.13,173880,Cleaning & Maintenance,Restor,WOOL-E7B1333663,EFTPOS,Female,Hobart
0.54,0.11,5/4/2025,WOOL-E337858,2,Woolworths,0.22,Laundry Capsules,0.54,898844,Cleaning & Maintenance,Mnml,WOOL-C06DE98E11,Cash,Female,Perth
2.31,1.72,21/4/2025,WOOL-6647579,4,Woolworths,6.88,Avocado,2.31,120085,Fruit & Veg,Hass,WOOL-54C8BF6FCE,Credit card,Female,Hobart
0.7,0.33,23/4/2025,WOOL-5101493,2,Metro,0.66,Bananas,0.7,133220,Fruit & Veg,Cavendish,WOOL-536BC7D322,Cash,Male,Hobart
2.37,1.86,3/4/2025,WOOL-9481252,9,Metro,16.74,Avocado,2.37,120084,Fruit & Veg,Hass,WOOL-298CC5C123,Credit card,Female,Brisbane
0.65,0.3,26/4/2025,WOOL-F824765,3,Woolworths,0.9,Laundry Capsules,0.65,898841,Cleaning & Maintenance,Mnml,WOOL-75799CD39D,EFTPOS,Female,Perth
2.21,2.21,25/4/2025,WOOL-7919838,4,Woolworths,8.84,Avocado,2.21,120088,Fruit & Veg,Hass,WOOL-8244FE126B,Gift card,Male,Hobart
8.93,7.02,1/4/2025,WOOL-B336455,8,Metro,56.16,Light Globes,8.93,197766,Cleaning & Maintenance,Mirabella,WOOL-A017EDCD8C,Credit card,Female,Sydney
1.1,0.73,3/4/2025,WOOL-4337646,10,Woolworths,7.3,Broccoli,1.1,134687,Fruit & Veg,Fresh,WOOL-97B2755103,Credit card,Female,Perth
14.69,12.45,2/4/2025,WOOL-D547554,1,Woolworths,12.45,Padlocks,14.69,747028,Cleaning & Maintenance,Master,WOOL-DA9626D997,Store card,Female,Darwin
14.93,13.76,9/4/2025,WOOL-2631917,6,Woolworths,82.56,Padlocks,14.93,747027,Cleaning & Maintenance,Master,WOOL-1B9AD1368D,Store card,Female,Brisbane
0.64,0.16,15/4/2025,WOOL-B136446,2,Woolworths,0.32,Tomatoes,0.64,134038,Fruit & Veg,Fresh,WOOL-574BE8635D,Credit card,Female,Hobart
14.95,12.28,15/4/2025,WOOL-F516385,4,Woolworths,49.12,Padlocks,14.95,747027,Cleaning & Maintenance,Master,WOOL-B9DE1CAC9E,EFTPOS,Female,Hobart
0.44,0.1,7/4/2025,WOOL-2151332,2,Metro,0.2,Mandarin,0.44,829115,Fruit & Veg,Mandarin,WOOL-E4A6C22AA8,EFTPOS,Female,Melbourne
10.21,9.3,27/4/2025,WOOL-E147774,3,Metro,27.9,Strawberries,10.21,144614,Fruit & Veg,Strawberries,WOOL-E9493D6D0B,Credit card,Male,Perth
1.31,0.82,10/4/2025,WOOL-5507990,1,Metro,0.82,Broccoli,1.31,134688,Fruit & Veg,Fresh,WOOL-609EF6F0AB,EFTPOS,Female,Sydney
8.28,5.98,2/4/2025,WOOL-F926185,4,Woolworths,23.92,Strawberries,8.28,144610,Fruit & Veg,Strawberries,WOOL-A8F2C83B87,Credit card,Female,Hobart
0.68,0.48,8/4/2025,WOOL-3901627,3,Woolworths,1.44,Onion,0.68,144332,Fruit & Veg,Onion,WOOL-EDDF854C9F,Credit card,Female,Hobart
2.4,1.86,15/4/2025,WOOL-5970071,1,Metro,1.86,Avocado,2.4,120080,Fruit & Veg,Hass,WOOL-64670AB922,Store card,Male,Darwin
2,1.49,12/4/2025,WOOL-6499646,3,Metro,4.47,Cucumber,2,137132,Fruit & Veg,Lebanese,WOOL-B593E1911A,Gift card,Male,Canberra
1.04,1.04,7/4/2025,WOOL-1203463,9,Woolworths,9.36,Cleaning Tablets,1.04,173887,Cleaning & Maintenance,Restor,WOOL-F95E199883,EFTPOS,Female,Perth
0.87,0.5,4/4/2025,WOOL-0615262,5,Woolworths,2.5,Bananas,0.87,133220,Fruit & Veg,Cavendish,WOOL-A8C595052B,Credit card,Male,Canberra
12.23,9.89,25/4/2025,WOOL-3263547,3,Woolworths,29.67,Insect Repellent,12.23,900325,Cleaning & Maintenance,Aerogard,WOOL-F5044A7BB5,Store card,Female,Darwin
0.69,0.28,30/4/2025,WOOL-C204623,8,Metro,2.24,Bananas,0.69,133219,Fruit & Veg,Cavendish,WOOL-80BBBB6665,Gift card,Female,Sydney
1.27,0.87,9/4/2025,WOOL-B776128,4,Metro,3.48,Cleaning Tablets,1.27,173879,Cleaning & Maintenance,Restor,WOOL-9A1871835A,EFTPOS,Male,Hobart
0.77,0.3,11/4/2025,WOOL-7685394,1,Metro,0.3,Apples,0.77,105923,Fruit & Veg,Fresh,WOOL-76D0CAE9F3,EFTPOS,Female,Darwin
2.43,2.43,19/4/2025,WOOL-5840385,3,Metro,7.29,Cucumber,2.43,137133,Fruit & Veg,Lebanese,WOOL-01AB509242,Cash,Male,Hobart
0.66,0.39,21/4/2025,WOOL-2616942,1,Woolworths,0.39,Laundry Capsules,0.66,898842,Cleaning & Maintenance,Mnml,WOOL-5820D613BA,Store card,Male,Brisbane
1.12,0.72,11/4/2025,WOOL-D841816,5,Metro,3.6,Broccoli,1.12,134690,Fruit & Veg,Fresh,WOOL-551F267369,Gift card,Female,Melbourne
8.17,6.02,27/4/2025,WOOL-8660078,9,Metro,54.18,Strawberries,8.17,144612,Fruit & Veg,Strawberries,WOOL-3086DC9520,Store card,Male,Brisbane
2.07,1.51,16/4/2025,WOOL-8917208,2,Metro,3.02,Avocado,2.07,120089,Fruit & Veg,Hass,WOOL-E99D01B9EF,Credit card,Female,Sydney
1.94,1.38,13/4/2025,WOOL-C601718,3,Metro,4.14,Cucumber,1.94,137135,Fruit & Veg,Lebanese,WOOL-F751A65795,Credit card,Female,Adelaide
0.58,0.31,19/4/2025,WOOL-6440065,3,Woolworths,0.93,Laundry Capsules,0.58,898836,Cleaning & Maintenance,Mnml,WOOL-0C0EF96571,Store card,Male,Brisbane
0.61,0.23,29/4/2025,WOOL-E890365,2,Woolworths,0.46,Tomatoes,0.61,134039,Fruit & Veg,Fresh,WOOL-EF200E6AD4,EFTPOS,Female,Hobart
10.29,9.13,24/4/2025,WOOL-8237388,5,Woolworths,45.65,Strawberries,10.29,144608,Fruit & Veg,Strawberries,WOOL-528229882E,EFTPOS,Male,Hobart
18.72,17.83,1/4/2025,WOOL-4320012,4,Metro,71.32,Padlocks,18.72,747034,Cleaning & Maintenance,Master,WOOL-FF8F1E1FD2,Credit card,Male,Canberra
8.53,6.66,9/4/2025,WOOL-6824410,1,Metro,6.66,Light Globes,8.53,197771,Cleaning & Maintenance,Mirabella,WOOL-4B15618D66,Gift card,Male,Perth
2.53,2.53,13/4/2025,WOOL-4248514,6,Metro,15.18,Avocado,2.53,120084,Fruit & Veg,Hass,WOOL-D879078C9C,Gift card,Male,Brisbane
0.73,0.37,8/4/2025,WOOL-5846660,1,Woolworths,0.37,Tomatoes,0.73,134036,Fruit & Veg,Fresh,WOOL-FEE00A11F4,EFTPOS,Female,Darwin
0.58,0.27,21/4/2025,WOOL-0765573,9,Metro,2.43,Laundry Capsules,0.58,898840,Cleaning & Maintenance,Mnml,WOOL-F045C09833,Store card,Female,Melbourne
2.33,1.72,25/4/2025,WOOL-3891026,2,Metro,3.44,Cucumber,2.33,137135,Fruit & Veg,Lebanese,WOOL-097BC8F075,Credit card,Female,Hobart
10.33,7.65,22/4/2025,WOOL-9366082,4,Woolworths,30.6,Insect Repellent,10.33,900334,Cleaning & Maintenance,Aerogard,WOOL-6BCA0F6639,EFTPOS,Male,Brisbane
1.34,0.93,30/4/2025,WOOL-4462918,1,Woolworths,0.93,Cleaning Tablets,1.34,173885,Cleaning & Maintenance,Restor,WOOL-0225C11BF8,EFTPOS,Female,Melbourne
0.63,0.63,7/4/2025,WOOL-4852201,2,Woolworths,1.26,Tomatoes,0.63,134035,Fruit & Veg,Fresh,WOOL-B101F54D90,Store card,Male,Melbourne
1.18,0.7,26/4/2025,WOOL-5287315,6,Metro,4.2,Broccoli,1.18,134690,Fruit & Veg,Fresh,WOOL-F111D8BCD1,EFTPOS,Female,Perth
0.58,0.17,23/4/2025,WOOL-B524701,3,Woolworths,0.51,Laundry Capsules,0.58,898843,Cleaning & Maintenance,Mnml,WOOL-1B765EB42A,EFTPOS,Male,Hobart
0.58,0.11,10/4/2025,WOOL-1495341,8,Metro,0.88,Onion,0.58,144339,Fruit & Veg,Onion,WOOL-32EF20C3D4,Credit card,Female,Perth
8.37,6.99,22/4/2025,WOOL-5960936,4,Woolworths,27.96,Strawberries,8.37,144614,Fruit & Veg,Strawberries,WOOL-FB7ED6E915,Credit card,Female,Brisbane
15.09,13.68,3/4/2025,WOOL-A321316,8,Woolworths,109.44,Padlocks,15.09,747029,Cleaning & Maintenance,Master,WOOL-D59DE714B6,Cash,Female,Hobart
0.69,0.21,24/4/2025,WOOL-B787959,10,Woolworths,2.1,Potatoes,0.69,208901,Fruit & Veg,Potato,WOOL-28C4DF79FC,Credit card,Female,Brisbane
0.72,0.41,15/4/2025,WOOL-1508537,3,Woolworths,1.23,Potatoes,0.72,208896,Fruit & Veg,Potato,WOOL-892CBFB8CE,Credit card,Female,Canberra
1.07,0.73,8/4/2025,WOOL-7973585,4,Metro,2.92,Cleaning Tablets,1.07,173884,Cleaning & Maintenance,Restor,WOOL-B9C2137657,EFTPOS,Female,Sydney
0.63,0.38,19/4/2025,WOOL-F937537,6,Woolworths,2.28,Laundry Capsules,0.63,898839,Cleaning & Maintenance,Mnml,WOOL-EB00C2520C,Credit card,Female,Adelaide
15.96,15.21,19/4/2025,WOOL-7169907,2,Woolworths,30.42,Padlocks,15.96,747024,Cleaning & Maintenance,Master,WOOL-437762BE73,EFTPOS,Female,Canberra
0.57,0.3,6/4/2025,WOOL-3657394,7,Woolworths,2.1,Tomatoes,0.57,134038,Fruit & Veg,Fresh,WOOL-B2A170322B,EFTPOS,Female,Brisbane
