_id,product_code,category,item_name,item_price,best_price,unit_price,special_text,promo_text,image,link
68a1c3149a405c54760886c7,343487,N/A,MasterFoods Thai Green Curry Recipe Base Stove Top Pouch 175 Gram,1.51,2.65,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/343487",https://www.igashop.com.au/product/masterfoods-thai-green-curry-recipe-base-stove-top-pouch-343487
68a1c3149a405c54760886c8,362672,N/A,MasterFoods Tomato Relish 250 Gram,1.60,4.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/362672",https://www.igashop.com.au/product/masterfoods-tomato-relish-362672
68a1c31a9a405c54760886c9,375243,N/A,MasterFoods Tomato Sauce Squeezy Bottle 500 Millilitre,0.56,2.80,per 100mL,30% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/375243",https://www.igashop.com.au/product/masterfoods-tomato-sauce-squeezy-bottle-375243
68a1c31a9a405c54760886ca,349755,N/A,MasterFoods Tuscan Meatballs Stove Top Recipe Base 175 Gram,1.51,2.65,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/349755",https://www.igashop.com.au/product/masterfoods-tuscan-meatballs-stove-top-recipe-base-349755
68a1c31a9a405c54760886cb,999539,N/A,Matt Moran My Perfect Beef Stock 500 Millilitre,1.16,5.80,per 100mL,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/999539",https://www.igashop.com.au/product/matt-moran-my-perfect-beef-stock-999539
68a1c31a9a405c54760886cc,999584,N/A,Matt Moran My Perfect Chicken Stock 500 Millilitre,1.16,5.80,per 100mL,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/999584",https://www.igashop.com.au/product/matt-moran-my-perfect-chicken-stock-999584
68a1c31a9a405c54760886cd,6604252,N/A,Matua Marlborough Sauvignon Blanc 750 Millilitre,2.13,16.00,per 100mL,Age restricted item,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/6604252",https://www.igashop.com.au/product/matua-marlborough-sauvignon-blanc-6604252
68a1c31a9a405c54760886ce,238221,N/A,Maxiblock Essential Sun Screen SPF50+ 100 Gram,9.65,9.65,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/238221",https://www.igashop.com.au/product/maxiblock-essential-sun-screen-spf50-238221
68a1c31a9a405c54760886cf,238409,N/A,Maxiblock Essential Sunscreen Lotion SPF50+ Pump 500 Millilitre,4.06,20.30,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/238409",https://www.igashop.com.au/product/maxiblock-essential-sunscreen-lotion-spf50-pump-238409
68a1c31a9a405c54760886d0,759227,N/A,Maxiblock Kinder Sunscreen SPF 50+ 100 Millilitre,9.65,9.65,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/759227",https://www.igashop.com.au/product/maxiblock-kinder-sunscreen-spf-50-759227
68a1c31a9a405c54760886d1,683248,N/A,Maxiblock Mineral Sunscreen Cream SPF50 75 Gram,17.93,13.45,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/683248",https://www.igashop.com.au/product/maxiblock-mineral-sunscreen-cream-spf50-683248
68a1c31a9a405c54760886d2,952529,N/A,Maximus Game On Lime 1 Litre,3.65,3.65,per 1L,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/952529",https://www.igashop.com.au/product/maximus-game-on-lime-952529
68a1c31a9a405c54760886d3,366922,N/A,Maximus Isotonic Sports Drink Blue 1 Litre,3.65,3.65,per 1L,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/366922",https://www.igashop.com.au/product/maximus-isotonic-sports-drink-blue-366922
68a1c31a9a405c54760886d4,366891,N/A,Maximus Isotonic Sports Drink Red 1 Litre,3.65,3.65,per 1L,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/366891",https://www.igashop.com.au/product/maximus-isotonic-sports-drink-red-366891
68a1c31a9a405c54760886d5,865434,N/A,Maximus Mango Passionfruit Drink 1 Litre,3.65,3.65,per 1L,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/865434",https://www.igashop.com.au/product/maximus-mango-passionfruit-drink-865434
68a1c31a9a405c54760886d6,468740,N/A,Maximus Sports Drink Grape Flavour 1 Litre,3.65,3.65,per 1L,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/468740",https://www.igashop.com.au/product/maximus-sports-drink-grape-flavour-468740
68a1c31a9a405c54760886d7,669008,N/A,Maximus Sports Drink Lemonade Ice Block 1 Litre,3.65,3.65,per 1L,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/669008",https://www.igashop.com.au/product/maximus-sports-drink-lemonade-ice-block-669008
68a1c31a9a405c54760886d8,180000005438,N/A,McCain Air Fryer Chips Skin On 750 Gram,0.75,5.60,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/mccain-air-fryer-chips-skin-on-180000005438
68a1c31a9a405c54760886d9,180000005439,N/A,McCain Air Fryer Chips Steak Cut 750 Gram,0.75,5.60,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/mccain-air-fryer-chips-steak-cut-180000005439
68a1c31a9a405c54760886da,131152,N/A,McCain BBQ Meatlovers Family Pizza 500 Gram,1.36,6.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/131152",https://www.igashop.com.au/product/mccain-bbq-meatlovers-family-pizza-131152
68a1c31a9a405c54760886db,101929,N/A,McCain Beans Baby 500 Gram,0.80,4.00,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/101929",https://www.igashop.com.au/product/mccain-beans-baby-101929
68a1c31a9a405c54760886dc,110415,N/A,McCain Beef & Bacon Pasta Bake 400 Gram,1.34,5.35,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/110415",https://www.igashop.com.au/product/mccain-beef-bacon-pasta-bake-110415
68a1c31f9a405c54760886dd,151893,N/A,McCain Beer Batter Chips Shoestring 750 Gram,0.53,4.00,per 100g,30% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/151893",https://www.igashop.com.au/product/mccain-beer-batter-chips-shoestring-151893
68a1c31f9a405c54760886de,198861,N/A,McCain Beer Batter Steakhouse Chips 750 Gram,0.53,4.00,per 100g,30% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/198861",https://www.igashop.com.au/product/mccain-beer-batter-steakhouse-chips-198861
68a1c31f9a405c54760886df,198780,N/A,McCain Beer Batter Wedges 750 Gram,0.53,4.00,per 100g,30% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/198780",https://www.igashop.com.au/product/mccain-beer-batter-wedges-198780
68a1c31f9a405c54760886e0,154003,N/A,McCain Broccoli 500 Gram,0.87,4.35,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/154003",https://www.igashop.com.au/product/mccain-broccoli-154003
68a1c31f9a405c54760886e1,107200,N/A,McCain Brussel Sprouts 500 Gram,0.96,4.80,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/107200",https://www.igashop.com.au/product/mccain-brussel-sprouts-107200
68a1c31f9a405c54760886e2,190000003284,N/A,McCain Chips Quick Cook Straight Cut 750 Gram,0.75,5.65,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000003284",https://www.igashop.com.au/product/mccain-chips-quick-cook-straight-cut-190000003284
68a1c31f9a405c54760886e3,135936,N/A,McCain Corn Kernels 500 Gram,0.79,3.95,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/135936",https://www.igashop.com.au/product/mccain-corn-kernels-135936
68a1c31f9a405c54760886e4,188921,N/A,McCain Dinner Chicken Parmagiana 320 Gram,2.22,7.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/188921",https://www.igashop.com.au/product/mccain-dinner-chicken-parmagiana-188921
68a1c31f9a405c54760886e5,109773,N/A,McCain Dinner Lamb Cutlet & Gravy 320 Gram,2.22,7.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/109773",https://www.igashop.com.au/product/mccain-dinner-lamb-cutlet-gravy-109773
68a1c31f9a405c54760886e6,167381,N/A,McCain Dinner Veal Cordon Bleu 320 Gram,2.22,7.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/167381",https://www.igashop.com.au/product/mccain-dinner-veal-cordon-bleu-167381
68a1c31f9a405c54760886e7,286973,N/A,McCain Family Pizza BBQ Chicken & Pineapple 500 Gram,1.36,6.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/286973",https://www.igashop.com.au/product/mccain-family-pizza-bbq-chicken-pineapple-286973
68a1c31f9a405c54760886e8,167399,N/A,McCain Fettuccine Carbonara 375 Gram,1.43,5.35,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/167399",https://www.igashop.com.au/product/mccain-fettuccine-carbonara-167399
68a1c31f9a405c54760886e9,198811,N/A,McCain French Fries Beer Battered Chunky Fries 750 Gram,0.53,4.00,per 100g,30% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/198811",https://www.igashop.com.au/product/mccain-french-fries-beer-battered-chunky-fries-198811
68a1c31f9a405c54760886ea,186636,N/A,McCain Hash Browns 750 Gram,0.77,5.80,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/186636",https://www.igashop.com.au/product/mccain-hash-browns-186636
68a1c31f9a405c54760886eb,873966,N/A,McCain Healthy Choice Apricot Chicken 350 Gram,1.29,4.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/873966",https://www.igashop.com.au/product/mccain-healthy-choice-apricot-chicken-873966
68a1c31f9a405c54760886ec,177404,N/A,McCain Healthy Choice Butter Chicken 300 Gram,1.50,4.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/177404",https://www.igashop.com.au/product/mccain-healthy-choice-butter-chicken-177404
68a1c31f9a405c54760886ed,128706,N/A,McCain Healthy Choice Chicken Carbonara 97% Fat Free 300 Gram,1.50,4.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/128706",https://www.igashop.com.au/product/mccain-healthy-choice-chicken-carbonara-97-fat-free-128706
68a1c31f9a405c54760886ee,128675,N/A,McCain Healthy Choice Chinese Chicken & Cashews 280 Gram,1.61,4.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/128675",https://www.igashop.com.au/product/mccain-healthy-choice-chinese-chicken-cashews-128675
68a1c31f9a405c54760886ef,128670,N/A,McCain Healthy Choice Honey Mustard Chicken 300 Gram,1.50,4.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/128670",https://www.igashop.com.au/product/mccain-healthy-choice-honey-mustard-chicken-128670
68a1c31f9a405c54760886f0,1800000067695,N/A,McCain Healthy Choice Naked Beef Burrito 300 Gram,1.50,4.50,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/mccain-healthy-choice-naked-beef-burrito-1800000067695
68a1c3259a405c54760886f1,177412,N/A,McCain Healthy Choice Thai Green Curry 280 Gram,1.61,4.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/177412",https://www.igashop.com.au/product/mccain-healthy-choice-thai-green-curry-177412
68a1c3259a405c54760886f2,925116,N/A,McCain Herb & Parmesan Chicken Schnitzel 310 Gram,2.29,7.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/925116",https://www.igashop.com.au/product/mccain-herb-parmesan-chicken-schnitzel-925116
68a1c3259a405c54760886f3,725998,N/A,McCain Honey Stir Fry Chicken Stir Fry Healthy Choice 330 Gram,1.36,4.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/725998",https://www.igashop.com.au/product/mccain-honey-stir-fry-chicken-stir-fry-healthy-choice-725998
68a1c3259a405c54760886f4,115164,N/A,McCain Lasagne 400 Gram,1.34,5.35,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/115164",https://www.igashop.com.au/product/mccain-lasagne-115164
68a1c3259a405c54760886f5,847203,N/A,McCain Man Size Bangers & Mash 500 Gram,1.82,9.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/847203",https://www.igashop.com.au/product/mccain-man-size-bangers-mash-847203
68a1c3259a405c54760886f6,594389,N/A,McCain Man Size Butter Chicken 480 Gram,1.90,9.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/594389",https://www.igashop.com.au/product/mccain-man-size-butter-chicken-594389
68a1c3259a405c54760886f7,847326,N/A,McCain Man Size Chicken Bacon Pasta Bake 480 Gram,1.90,9.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/847326",https://www.igashop.com.au/product/mccain-man-size-chicken-bacon-pasta-bake-847326
68a1c3259a405c54760886f8,847229,N/A,McCain Man Size Chicken Kiev 480 Gram,1.90,9.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/847229",https://www.igashop.com.au/product/mccain-man-size-chicken-kiev-847229
68a1c3259a405c54760886f9,799015,N/A,McCain Man Size Curried Sausages 480 Gram,1.90,9.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/799015",https://www.igashop.com.au/product/mccain-man-size-curried-sausages-799015
68a1c3259a405c54760886fa,701766,N/A,McCain Man Size Pub Style Parma 480 Gram,1.90,9.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/701766",https://www.igashop.com.au/product/mccain-man-size-pub-style-parma-701766
68a1c3259a405c54760886fb,190000002880,N/A,McCain Man Size Spaghetti Meatball 500 Gram,1.82,9.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000002880",https://www.igashop.com.au/product/mccain-man-size-spaghetti-meatball-190000002880
68a1c3259a405c54760886fc,146034,N/A,"McCain Mixed Vegetables Peas, Corns & Carrots 500 Gram",0.77,3.85,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/146034",https://www.igashop.com.au/product/mccain-mixed-vegetables-peas-corns-carrots-146034
68a1c3259a405c54760886fd,1800000067694,N/A,McCain P!Ckers Cheesy Bites With Camembert 230 Gram,3.15,7.25,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/mccain-pckers-cheesy-bites-with-camembert-1800000067694
68a1c3259a405c54760886fe,1800000067693,N/A,McCain P!Ckers Tomato Mozzarella Risotto Melters 230 Gram,3.15,7.25,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/mccain-pckers-tomato-mozzarella-risotto-melters-1800000067693
68a1c3259a405c54760886ff,119192,N/A,McCain Pizza Cheese & Bacon 500 Gram,1.36,6.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/119192",https://www.igashop.com.au/product/mccain-pizza-cheese-bacon-119192
68a1c3259a405c5476088700,112297,N/A,McCain Pizza Ham & Pineapple 500 Gram,1.36,6.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/112297",https://www.igashop.com.au/product/mccain-pizza-ham-pineapple-112297
68a1c3259a405c5476088701,105517,N/A,McCain Pizza Margherita 500 Gram,1.36,6.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/105517",https://www.igashop.com.au/product/mccain-pizza-margherita-105517
68a1c3259a405c5476088702,20000005921,N/A,McCain Pizza Pepperoni Family 490 Gram,1.39,6.80,McCain Pizza Pepperoni Family,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/20000005921",https://www.igashop.com.au/product/mccain-pizza-pepperoni-family-20000005921
68a1c3259a405c5476088703,103439,N/A,McCain Pizza Pocket Cheese & Bacon 4 pack 4 Pack,N/A,8.00,$2.00 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/103439",https://www.igashop.com.au/product/mccain-pizza-pocket-cheese-bacon-4-pack-103439
68a1c3259a405c5476088704,190000003301,N/A,McCain Pizza Singles Cheese & Bacon 400 Gram,1.88,7.50,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000003301",https://www.igashop.com.au/product/mccain-pizza-singles-cheese-bacon-190000003301
68a1c32b9a405c5476088705,152962,N/A,McCain Pizza Singles Ham & Pineapple 400 Gram,1.88,7.50,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/152962",https://www.igashop.com.au/product/mccain-pizza-singles-ham-pineapple-152962
68a1c32b9a405c5476088706,154891,N/A,McCain Pizza Slice Cheese & Bacon 600 Gram,1.17,7.00,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/154891",https://www.igashop.com.au/product/mccain-pizza-slice-cheese-bacon-154891
68a1c32b9a405c5476088707,127577,N/A,McCain Pizza Slice Ham & Pineapple 600 Gram,1.17,7.00,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/127577",https://www.igashop.com.au/product/mccain-pizza-slice-ham-pineapple-127577
68a1c32b9a405c5476088708,155601,N/A,McCain Pizza Slice Meatlovers 600 Gram,1.17,7.00,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/155601",https://www.igashop.com.au/product/mccain-pizza-slice-meatlovers-155601
68a1c32b9a405c5476088709,180000003116,N/A,McCain Pub Style Broccoli Fries Broccoli 500 Gram,0.89,4.45,per 100g,30% Off,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/mccain-pub-style-broccoli-fries-broccoli-180000003116
68a1c32b9a405c547608870a,180000003623,N/A,McCain Pub Style Cauliflower Fries 500 Gram,0.89,4.45,per 100g,30% Off,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/mccain-pub-style-cauliflower-fries-180000003623
68a1c32b9a405c547608870b,102666,N/A,McCain Roast Chicken Frozen Meal 320 Gram,2.22,7.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/102666",https://www.igashop.com.au/product/mccain-roast-chicken-frozen-meal-102666
68a1c32b9a405c547608870c,102674,N/A,McCain Roast Lamb Frozen Meal 320 Gram,2.22,7.10,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/102674",https://www.igashop.com.au/product/mccain-roast-lamb-frozen-meal-102674
68a1c32b9a405c547608870d,639223,N/A,McCain Rustica Pizza Sourdough Supreme 450 Gram,2.32,10.45,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/639223",https://www.igashop.com.au/product/mccain-rustica-pizza-sourdough-supreme-639223
68a1c32b9a405c547608870e,115156,N/A,McCain Spaghetti Bolognese 400 Gram,1.34,5.35,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/115156",https://www.igashop.com.au/product/mccain-spaghetti-bolognese-115156
68a1c32b9a405c547608870f,156576,N/A,McCain Straight Cut Healthy Choice 1 Kilogram,6.00,6.00,per kg,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/156576",https://www.igashop.com.au/product/mccain-straight-cut-healthy-choice-156576
68a1c32b9a405c5476088710,112289,N/A,McCain Supreme Pizza 500 Gram,1.36,6.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/112289",https://www.igashop.com.au/product/mccain-supreme-pizza-112289
68a1c32b9a405c5476088711,127569,N/A,McCain Supreme Pizza Slices 600 Gram,1.17,7.00,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/127569",https://www.igashop.com.au/product/mccain-supreme-pizza-slices-127569
68a1c32b9a405c5476088712,141555,N/A,McCain Tuna Mornay 400 Gram,1.34,5.35,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/141555",https://www.igashop.com.au/product/mccain-tuna-mornay-141555
68a1c32b9a405c5476088713,112548,N/A,McCain Vegetables Cauliflower 500 Gram,1.05,5.25,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/112548",https://www.igashop.com.au/product/mccain-vegetables-cauliflower-112548
68a1c32b9a405c5476088714,146042,N/A,McCain's Pea's and Corn 500 Gram,0.77,3.85,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/146042",https://www.igashop.com.au/product/mccains-peas-and-corn-146042
68a1c32b9a405c5476088715,190000002881,N/A,McCains Pizza Pocket Hawaiian 400 Gram,2.00,8.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000002881",https://www.igashop.com.au/product/mccains-pizza-pocket-hawaiian-190000002881
68a1c32b9a405c5476088716,190000002887,N/A,McCormick Keens Curried Sausages 40 Gram,4.50,1.80,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000002887",https://www.igashop.com.au/product/mccormick-keens-curried-sausages-190000002887
68a1c32b9a405c5476088717,190000002884,N/A,McCormick Produce Partner Scallop Potato 40 Gram,4.25,1.70,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000002884",https://www.igashop.com.au/product/mccormick-produce-partner-scallop-potato-190000002884
68a1c32b9a405c5476088718,190000003749,N/A,McCormick Produce Partners Meal Base Cauliflower Supreme & Cheese 40 Gram,4.25,1.70,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000003749",https://www.igashop.com.au/product/mccormick-produce-partners-meal-base-cauliflower-supreme-cheese-190000003749
68a1c3319a405c5476088719,6603643,N/A,McGuigan Black Label Cabernet Sauvignon 750 Millilitre,1.33,10.00,per 100mL,Age restricted item,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/6603643",https://www.igashop.com.au/product/mcguigan-black-label-cabernet-sauvignon-6603643
68a1c3319a405c547608871a,6600943,N/A,McGuigan Black Label Red 750 Millilitre,1.33,10.00,per 100mL,Age restricted item,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/6600943",https://www.igashop.com.au/product/mcguigan-black-label-red-6600943
68a1c3319a405c547608871b,6604270,N/A,McGuigan Black Label Sauvignon Blanc 750 Millilitre,1.33,10.00,per 100mL,Age restricted item,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/6604270",https://www.igashop.com.au/product/mcguigan-black-label-sauvignon-blanc-6604270
68a1c3319a405c547608871c,6603221,N/A,McGuigan Zero Alcohol Chardonnay 750 Millilitre,1.57,11.80,per 100mL,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/6603221",https://www.igashop.com.au/product/mcguigan-zero-alcohol-chardonnay-6603221
68a1c3319a405c547608871d,6603223,N/A,McGuigan Zero Alcohol Sauvignon Blanc 750 Millilitre,1.57,11.80,per 100mL,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/6603223",https://www.igashop.com.au/product/mcguigan-zero-alcohol-sauvignon-blanc-6603223
68a1c3319a405c547608871e,6603224,N/A,McGuigan Zero Alcohol Shiraz 750 Millilitre,1.57,11.80,per 100mL,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/6603224",https://www.igashop.com.au/product/mcguigan-zero-alcohol-shiraz-6603224
68a1c3319a405c547608871f,222610,N/A,McKenzie's Almond Flakes 80 Gram,5.88,4.70,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/222610",https://www.igashop.com.au/product/mckenzies-almond-flakes-222610
68a1c3319a405c5476088720,222636,N/A,McKenzie's Almond Slivers 100 Gram,4.70,4.70,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/222636",https://www.igashop.com.au/product/mckenzies-almond-slivers-222636
68a1c3319a405c5476088721,60238,N/A,McKenzie's Australian Natural Sea Salt Shake & Pour 400 Gram,1.30,5.20,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/60238",https://www.igashop.com.au/product/mckenzies-australian-natural-sea-salt-shake-pour-60238
68a1c3319a405c5476088722,351621,N/A,McKenzie's Beans Red Kidney 375 Gram,0.65,2.45,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/351621",https://www.igashop.com.au/product/mckenzies-beans-red-kidney-351621
68a1c3319a405c5476088723,408274,N/A,McKenzie's Bi Carb Soda 1 Kilogram,4.15,4.15,per kg,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/408274",https://www.igashop.com.au/product/mckenzies-bi-carb-soda-408274
