sessions_count,avg_engagement_time_sec,pageviews_per_session,compare_ratio,specials_ratio,mylists_ratio,category_browse_ratio,product_detail_ratio,unique_pages_visited,browsing_entropy,days_since_first_visit,days_since_last_activity,user_pseudo_id,reporting_window_start,reporting_window_end,is_included_in_run
3,177.96,5.91,0.0644,0.0024,0.096,0.1304,0.1545,8,0.5632,9,5,syn_20260831_000392,2026-08-17,2026-08-30,1
5,157.9,6.86,0.193,0.2806,0.0442,0.1046,0.0472,8,0.795,10,1,syn_20260831_000393,2026-08-17,2026-08-30,1
4,259.68,6.15,0.0656,0.0037,0.0097,0.1447,0.2251,10,0.6639,9,6,syn_20260831_000394,2026-08-17,2026-08-30,1
3,283.36,3.76,0.0886,0.0418,0.0372,0.1,0.2298,8,0.3222,5,3,syn_20260831_000395,2026-08-17,2026-08-30,1
2,300.0,7.49,0.0944,0.0052,0.062,0.1861,0.2532,9,0.5062,3,1,syn_20260831_000396,2026-08-17,2026-08-30,1
5,151.16,6.03,0.0633,0.1326,0.249,0.1828,0.111,17,0.5774,9,2,syn_20260831_000397,2026-08-17,2026-08-30,1
3,143.44,5.38,0.2678,0.2143,0.0204,0.1402,0.0192,9,0.7078,8,3,syn_20260831_000398,2026-08-17,2026-08-30,1
3,60.32,6.23,0.15,0.3015,0.0289,0.1259,0.0,8,0.8082,13,4,syn_20260831_000399,2026-08-17,2026-08-30,1
3,157.15,3.0,0.0308,0.0173,0.0334,0.236,0.1839,7,0.484,11,3,syn_20260831_000400,2026-08-17,2026-08-30,1
1,16.58,2.29,0.0,0.0,0.0,0.0072,0.0327,2,0.1659,14,3,syn_20260831_000401,2026-08-17,2026-08-30,1
4,80.88,5.98,0.3366,0.2745,0.0461,0.1332,0.0586,8,0.7572,5,4,syn_20260831_000402,2026-08-17,2026-08-30,1
5,67.67,4.21,0.3051,0.3489,0.0161,0.051,0.0604,10,0.8021,7,1,syn_20260831_000403,2026-08-17,2026-08-30,1
7,150.77,9.12,0.0912,0.0959,0.2662,0.1343,0.085,19,0.6756,9,1,syn_20260831_000404,2026-08-17,2026-08-30,1
5,154.88,7.04,0.3215,0.1967,0.0,0.107,0.0778,12,0.8383,9,4,syn_20260831_000405,2026-08-17,2026-08-30,1
3,122.14,4.32,0.0033,0.0449,0.0416,0.1316,0.2634,5,0.6,9,0,syn_20260831_000406,2026-08-17,2026-08-30,1
3,169.95,6.1,0.263,0.2964,0.0309,0.1427,0.0227,11,0.7467,9,1,syn_20260831_000407,2026-08-17,2026-08-30,1
6,104.5,7.47,0.1422,0.1205,0.2254,0.1,0.0862,20,0.5619,8,0,syn_20260831_000408,2026-08-17,2026-08-30,1
8,142.59,8.87,0.0643,0.1286,0.2898,0.1508,0.05,16,0.5567,9,0,syn_20260831_000409,2026-08-17,2026-08-30,1
1,9.73,2.93,0.0,0.0,0.0,0.0398,0.0458,2,0.0978,6,6,syn_20260831_000410,2026-08-17,2026-08-30,1
3,294.65,4.32,0.0781,0.0026,0.0197,0.1,0.1713,8,0.5523,5,2,syn_20260831_000411,2026-08-17,2026-08-30,1
3,111.45,4.29,0.2115,0.35,0.0465,0.0522,0.1,9,0.6195,9,3,syn_20260831_000412,2026-08-17,2026-08-30,1
6,77.25,5.28,0.2773,0.2442,0.0299,0.1389,0.0922,11,0.7677,7,4,syn_20260831_000413,2026-08-17,2026-08-30,1
4,169.06,8.0,0.1973,0.1777,0.0448,0.0567,0.0864,10,0.761,9,1,syn_20260831_000414,2026-08-17,2026-08-30,1
3,283.23,3.91,0.0,0.015,0.0445,0.1628,0.2326,9,0.4233,9,3,syn_20260831_000415,2026-08-17,2026-08-30,1
2,260.43,3.0,0.0697,0.037,0.0307,0.1042,0.2356,6,0.458,12,0,syn_20260831_000416,2026-08-17,2026-08-30,1
1,18.38,2.46,0.0,0.0,0.0,0.0489,0.011,2,0.1716,9,8,syn_20260831_000417,2026-08-17,2026-08-30,1
5,128.98,7.22,0.1797,0.2249,0.0179,0.0863,0.0755,11,0.85,5,2,syn_20260831_000418,2026-08-17,2026-08-30,1
2,10.0,2.68,0.0063,0.0334,0.0019,0.0018,0.0183,4,0.233,6,0,syn_20260831_000419,2026-08-17,2026-08-30,1
3,266.0,5.87,0.0796,0.0319,0.0236,0.1107,0.2692,10,0.406,4,1,syn_20260831_000420,2026-08-17,2026-08-30,1
3,193.72,3.44,0.0696,0.0472,0.0365,0.2218,0.194,10,0.3509,7,3,syn_20260831_000421,2026-08-17,2026-08-30,1
4,172.21,4.01,0.35,0.2456,0.0019,0.1477,0.0884,10,0.85,11,2,syn_20260831_000422,2026-08-17,2026-08-30,1
1,26.59,2.4,0.0,0.0,0.0,0.0218,0.0442,2,0.1852,9,7,syn_20260831_000423,2026-08-17,2026-08-30,1
2,218.23,5.54,0.0521,0.0304,0.0001,0.25,0.1831,8,0.3914,7,1,syn_20260831_000424,2026-08-17,2026-08-30,1
6,179.83,7.79,0.113,0.05,0.1768,0.1528,0.15,20,0.5786,12,2,syn_20260831_000425,2026-08-17,2026-08-30,1
4,122.07,6.17,0.2735,0.2532,0.0372,0.0783,0.005,11,0.713,5,1,syn_20260831_000426,2026-08-17,2026-08-30,1
2,300.0,3.0,0.0064,0.0149,0.0121,0.1171,0.2279,6,0.3349,8,4,syn_20260831_000427,2026-08-17,2026-08-30,1
4,158.32,5.91,0.2838,0.1987,0.0213,0.0798,0.0701,9,0.8046,9,1,syn_20260831_000428,2026-08-17,2026-08-30,1
3,188.35,3.86,0.0273,0.0102,0.0077,0.1744,0.2259,8,0.3379,14,2,syn_20260831_000429,2026-08-17,2026-08-30,1
8,90.57,8.83,0.0847,0.0901,0.1731,0.1499,0.1281,14,0.75,7,0,syn_20260831_000430,2026-08-17,2026-08-30,1
4,77.8,7.0,0.1721,0.2965,0.05,0.1108,0.0496,11,0.8192,10,3,syn_20260831_000431,2026-08-17,2026-08-30,1
6,60.0,6.65,0.2261,0.2002,0.0166,0.1032,0.0503,14,0.7336,7,1,syn_20260831_000432,2026-08-17,2026-08-30,1
2,260.41,5.85,0.0634,0.0418,0.0318,0.2328,0.2315,9,0.37,9,0,syn_20260831_000433,2026-08-17,2026-08-30,1
3,217.55,3.69,0.0266,0.0451,0.0072,0.1244,0.2478,7,0.3849,8,1,syn_20260831_000434,2026-08-17,2026-08-30,1
5,169.74,6.89,0.2193,0.1688,0.0342,0.0866,0.0533,10,0.6564,11,4,syn_20260831_000435,2026-08-17,2026-08-30,1
3,300.0,3.58,0.0498,0.0375,0.0108,0.2002,0.2505,8,0.4799,9,0,syn_20260831_000436,2026-08-17,2026-08-30,1
4,123.46,4.99,0.3077,0.1737,0.0498,0.0721,0.0361,13,0.7996,9,3,syn_20260831_000437,2026-08-17,2026-08-30,1
5,108.97,7.67,0.233,0.2286,0.0305,0.1354,0.0326,15,0.731,3,2,syn_20260831_000438,2026-08-17,2026-08-30,1
4,77.01,5.92,0.2222,0.2707,0.0168,0.0967,0.083,12,0.7468,4,3,syn_20260831_000439,2026-08-17,2026-08-30,1
4,160.94,4.49,0.2701,0.2227,0.0203,0.1257,0.0769,9,0.6114,5,1,syn_20260831_000440,2026-08-17,2026-08-30,1
7,156.57,5.0,0.0603,0.079,0.2393,0.1743,0.1345,14,0.7407,6,2,syn_20260831_000441,2026-08-17,2026-08-30,1
4,98.0,6.46,0.2384,0.1825,0.0224,0.0815,0.002,12,0.6952,11,2,syn_20260831_000442,2026-08-17,2026-08-30,1
6,133.25,6.24,0.2599,0.1738,0.0289,0.0559,0.0636,8,0.7359,5,1,syn_20260831_000443,2026-08-17,2026-08-30,1
8,186.64,8.93,0.0904,0.1094,0.15,0.1155,0.1206,14,0.75,7,0,syn_20260831_000444,2026-08-17,2026-08-30,1
2,184.84,6.84,0.0214,0.0099,0.0863,0.1107,0.2066,9,0.6781,4,1,syn_20260831_000445,2026-08-17,2026-08-30,1
5,130.12,8.0,0.0958,0.0883,0.2862,0.1605,0.0794,15,0.5134,8,1,syn_20260831_000446,2026-08-17,2026-08-30,1
6,169.5,7.23,0.1142,0.0806,0.2814,0.1482,0.0699,15,0.5262,7,2,syn_20260831_000447,2026-08-17,2026-08-30,1
8,150.31,5.01,0.1013,0.1036,0.1648,0.1682,0.1428,19,0.6784,13,2,syn_20260831_000448,2026-08-17,2026-08-30,1
8,161.73,8.28,0.0584,0.103,0.1712,0.1593,0.1206,12,0.5599,14,3,syn_20260831_000449,2026-08-17,2026-08-30,1
1,27.32,2.4,0.0,0.0,0.0,0.0255,0.0473,2,0.0907,2,1,syn_20260831_000450,2026-08-17,2026-08-30,1
3,132.23,6.85,0.022,0.0187,0.0361,0.1516,0.2294,7,0.5014,8,1,syn_20260831_000451,2026-08-17,2026-08-30,1
6,186.53,5.44,0.0935,0.052,0.1842,0.1187,0.05,10,0.5648,12,3,syn_20260831_000452,2026-08-17,2026-08-30,1
5,212.79,5.4,0.1223,0.1025,0.1907,0.12,0.1314,16,0.5181,10,1,syn_20260831_000453,2026-08-17,2026-08-30,1
3,158.06,5.08,0.2632,0.3225,0.0311,0.1059,0.0542,13,0.726,11,2,syn_20260831_000454,2026-08-17,2026-08-30,1
6,127.37,7.27,0.3222,0.35,0.0282,0.0865,0.0852,13,0.7607,11,2,syn_20260831_000455,2026-08-17,2026-08-30,1
6,131.01,9.31,0.0978,0.0755,0.2498,0.1147,0.1249,20,0.7245,5,1,syn_20260831_000456,2026-08-17,2026-08-30,1
3,113.14,4.15,0.33,0.3073,0.0169,0.0544,0.0274,10,0.6408,9,4,syn_20260831_000457,2026-08-17,2026-08-30,1
1,26.29,2.7,0.0,0.0,0.0,0.0323,0.0323,3,0.1637,9,5,syn_20260831_000458,2026-08-17,2026-08-30,1
1,30.49,2.48,0.0,0.0,0.0,0.0109,0.0259,2,0.1186,9,1,syn_20260831_000459,2026-08-17,2026-08-30,1
6,99.09,8.0,0.2067,0.3059,0.011,0.1384,0.0952,12,0.646,9,3,syn_20260831_000460,2026-08-17,2026-08-30,1
5,102.69,6.91,0.2322,0.2704,0.0019,0.1025,0.0301,11,0.6323,12,1,syn_20260831_000461,2026-08-17,2026-08-30,1
3,137.46,4.24,0.1968,0.3016,0.0241,0.1136,0.0507,13,0.8418,7,2,syn_20260831_000462,2026-08-17,2026-08-30,1
1,19.95,2.09,0.0,0.0,0.0,0.0185,0.0148,2,0.1411,8,3,syn_20260831_000463,2026-08-17,2026-08-30,1
4,142.38,6.68,0.066,0.0802,0.2579,0.138,0.15,11,0.5,10,3,syn_20260831_000464,2026-08-17,2026-08-30,1
4,180.82,5.0,0.0692,0.1163,0.207,0.1286,0.1013,12,0.5386,11,0,syn_20260831_000465,2026-08-17,2026-08-30,1
4,205.85,4.46,0.0571,0.0211,0.0565,0.1732,0.1657,6,0.4221,5,3,syn_20260831_000466,2026-08-17,2026-08-30,1
1,30.54,2.0,0.0,0.0,0.0,0.0024,0.0382,2,0.1838,8,4,syn_20260831_000467,2026-08-17,2026-08-30,1
5,140.44,6.25,0.3209,0.1808,0.0303,0.1398,0.0892,14,0.8123,3,3,syn_20260831_000468,2026-08-17,2026-08-30,1
1,5.83,2.59,0.0,0.0,0.0,0.0135,0.0183,2,0.1465,9,2,syn_20260831_000469,2026-08-17,2026-08-30,1
1,20.01,2.87,0.0,0.0,0.0,0.049,0.0086,2,0.1643,8,8,syn_20260831_000470,2026-08-17,2026-08-30,1
5,135.07,7.52,0.15,0.2075,0.0349,0.05,0.0626,9,0.8057,3,0,syn_20260831_000471,2026-08-17,2026-08-30,1
3,223.86,4.12,0.0287,0.0175,0.0001,0.1477,0.2463,9,0.5504,11,0,syn_20260831_000472,2026-08-17,2026-08-30,1
2,59.8,3.55,0.0135,0.0103,0.0183,0.0276,0.0,3,0.1886,9,4,syn_20260831_000473,2026-08-17,2026-08-30,1
1,24.51,2.91,0.0,0.0,0.0,0.0,0.0126,2,0.1422,9,7,syn_20260831_000474,2026-08-17,2026-08-30,1
5,139.15,6.27,0.2966,0.2175,0.0266,0.0561,0.039,12,0.6553,4,2,syn_20260831_000475,2026-08-17,2026-08-30,1
4,169.44,5.44,0.1808,0.1863,0.0298,0.15,0.0074,12,0.6899,5,3,syn_20260831_000476,2026-08-17,2026-08-30,1
1,8.95,2.92,0.0,0.0,0.0,0.0271,0.0401,2,0.1383,5,2,syn_20260831_000477,2026-08-17,2026-08-30,1
2,10.0,3.7,0.0125,0.0432,0.0208,0.0261,0.0384,2,0.1269,5,3,syn_20260831_000478,2026-08-17,2026-08-30,1
5,162.66,6.75,0.3102,0.2901,0.0251,0.0641,0.0288,15,0.7942,5,3,syn_20260831_000479,2026-08-17,2026-08-30,1
4,75.64,7.44,0.318,0.3121,0.0394,0.0943,0.0394,10,0.711,12,1,syn_20260831_000480,2026-08-17,2026-08-30,1
2,259.45,4.19,0.0402,0.033,0.0496,0.2183,0.1548,6,0.5193,5,4,syn_20260831_000481,2026-08-17,2026-08-30,1
1,31.92,2.7,0.0,0.0,0.0,0.0377,0.0139,2,0.1547,13,4,syn_20260831_000482,2026-08-17,2026-08-30,1
4,113.37,6.53,0.2005,0.2881,0.001,0.0678,0.0304,12,0.6024,9,2,syn_20260831_000483,2026-08-17,2026-08-30,1
4,130.4,5.54,0.1786,0.2085,0.044,0.1071,0.071,10,0.8273,10,3,syn_20260831_000484,2026-08-17,2026-08-30,1
2,188.68,5.22,0.049,0.0222,0.0203,0.1905,0.1789,7,0.5634,7,6,syn_20260831_000485,2026-08-17,2026-08-30,1
4,293.62,5.39,0.0438,0.05,0.0253,0.2344,0.2557,6,0.5185,13,2,syn_20260831_000486,2026-08-17,2026-08-30,1
2,201.96,6.55,0.0519,0.0244,0.0,0.1576,0.2865,8,0.7,3,2,syn_20260831_000487,2026-08-17,2026-08-30,1
5,225.28,8.38,0.1316,0.1144,0.2586,0.1686,0.0612,13,0.6299,6,3,syn_20260831_000488,2026-08-17,2026-08-30,1
4,88.45,6.04,0.2175,0.1792,0.013,0.15,0.0635,14,0.696,14,0,syn_20260831_000489,2026-08-17,2026-08-30,1
5,139.12,7.56,0.2788,0.3102,0.0253,0.107,0.0929,14,0.6,4,2,syn_20260831_000490,2026-08-17,2026-08-30,1
5,160.64,9.95,0.0629,0.0841,0.2005,0.1759,0.0616,13,0.6584,9,1,syn_20260831_000491,2026-08-17,2026-08-30,1
7,131.89,6.01,0.148,0.1281,0.2494,0.1466,0.05,20,0.5766,6,2,syn_20260831_000492,2026-08-17,2026-08-30,1
5,100.26,4.18,0.18,0.2767,0.0231,0.0965,0.0823,9,0.6745,9,1,syn_20260831_000493,2026-08-17,2026-08-30,1
8,158.39,6.93,0.1193,0.1167,0.2561,0.1312,0.1012,20,0.6202,14,3,syn_20260831_000494,2026-08-17,2026-08-30,1
4,70.71,7.35,0.2704,0.2745,0.0094,0.0717,0.0067,10,0.7487,10,4,syn_20260831_000495,2026-08-17,2026-08-30,1
3,111.53,6.96,0.1677,0.2626,0.0032,0.0505,0.0143,12,0.7258,9,0,syn_20260831_000496,2026-08-17,2026-08-30,1
5,90.0,5.98,0.0762,0.1035,0.221,0.1892,0.1153,19,0.7335,14,3,syn_20260831_000497,2026-08-17,2026-08-30,1
4,120.0,7.46,0.0363,0.0253,0.0708,0.1733,0.2661,8,0.5374,6,4,syn_20260831_000498,2026-08-17,2026-08-30,1
8,90.0,7.54,0.0741,0.0564,0.3,0.1195,0.0687,15,0.7345,9,2,syn_20260831_000499,2026-08-17,2026-08-30,1
4,119.79,7.48,0.2759,0.224,0.025,0.1162,0.0224,12,0.6,9,1,syn_20260831_000500,2026-08-17,2026-08-30,1
3,138.06,5.24,0.071,0.0131,0.0026,0.1479,0.2707,12,0.499,10,0,syn_20260831_000501,2026-08-17,2026-08-30,1
6,98.96,6.8,0.0637,0.059,0.15,0.1641,0.15,19,0.6013,7,1,syn_20260831_000502,2026-08-17,2026-08-30,1
3,63.3,7.33,0.1716,0.35,0.0159,0.1244,0.0626,14,0.7265,7,1,syn_20260831_000503,2026-08-17,2026-08-30,1
4,156.59,6.48,0.0882,0.065,0.277,0.1939,0.0898,19,0.7209,9,2,syn_20260831_000504,2026-08-17,2026-08-30,1
4,93.73,5.35,0.2527,0.1837,0.0339,0.0662,0.0845,12,0.6879,4,2,syn_20260831_000505,2026-08-17,2026-08-30,1
1,33.29,2.57,0.0,0.0,0.0,0.0091,0.0196,2,0.1547,12,7,syn_20260831_000506,2026-08-17,2026-08-30,1
6,116.5,7.79,0.35,0.2006,0.0161,0.05,0.0958,13,0.6547,9,1,syn_20260831_000507,2026-08-17,2026-08-30,1
4,116.46,7.9,0.2614,0.3053,0.0136,0.15,0.0947,8,0.6761,6,1,syn_20260831_000508,2026-08-17,2026-08-30,1
3,243.19,3.79,0.0536,0.0348,0.0013,0.2398,0.2559,6,0.4797,9,3,syn_20260831_000509,2026-08-17,2026-08-30,1
5,84.16,4.82,0.3,0.2036,0.009,0.0916,0.0993,10,0.8017,10,0,syn_20260831_000510,2026-08-17,2026-08-30,1
7,129.33,7.23,0.0593,0.0769,0.1789,0.1067,0.0674,17,0.719,9,1,syn_20260831_000511,2026-08-17,2026-08-30,1
4,287.55,4.8,0.1,0.0478,0.0638,0.1522,0.2156,11,0.4175,5,3,syn_20260831_000512,2026-08-17,2026-08-30,1
3,180.0,6.33,0.1687,0.2524,0.02,0.1404,0.0767,14,0.8353,5,1,syn_20260831_000513,2026-08-17,2026-08-30,1
5,125.52,7.68,0.1316,0.1074,0.2654,0.2,0.1343,11,0.6308,7,2,syn_20260831_000514,2026-08-17,2026-08-30,1
4,236.09,4.8,0.0798,0.0142,0.0307,0.1661,0.2039,7,0.4084,3,3,syn_20260831_000515,2026-08-17,2026-08-30,1
3,126.12,4.81,0.0,0.0488,0.0309,0.1547,0.3,8,0.5455,7,3,syn_20260831_000516,2026-08-17,2026-08-30,1
5,159.07,6.26,0.1013,0.05,0.2645,0.179,0.0755,15,0.664,9,0,syn_20260831_000517,2026-08-17,2026-08-30,1
4,77.83,5.38,0.2347,0.2643,0.05,0.1159,0.0198,9,0.6943,9,1,syn_20260831_000518,2026-08-17,2026-08-30,1
3,80.04,6.49,0.181,0.2979,0.0192,0.1249,0.0318,13,0.7967,9,0,syn_20260831_000519,2026-08-17,2026-08-30,1
6,213.72,5.0,0.1438,0.1074,0.1694,0.1172,0.1298,10,0.6217,9,1,syn_20260831_000520,2026-08-17,2026-08-30,1
5,60.0,4.0,0.198,0.217,0.0185,0.1423,0.0825,14,0.691,11,4,syn_20260831_000521,2026-08-17,2026-08-30,1
6,113.1,5.99,0.0546,0.0752,0.1608,0.1265,0.1021,11,0.5731,9,3,syn_20260831_000522,2026-08-17,2026-08-30,1
1,5.0,2.34,0.0,0.0,0.0,0.0204,0.0482,2,0.1572,4,2,syn_20260831_000523,2026-08-17,2026-08-30,1
2,28.33,3.84,0.0171,0.0,0.0403,0.1,0.0181,4,0.224,6,4,syn_20260831_000524,2026-08-17,2026-08-30,1
1,32.22,2.83,0.0,0.0,0.0,0.0229,0.0434,2,0.1553,11,3,syn_20260831_000525,2026-08-17,2026-08-30,1
4,152.26,7.09,0.1507,0.35,0.0057,0.15,0.021,9,0.7689,10,0,syn_20260831_000526,2026-08-17,2026-08-30,1
4,180.0,6.65,0.3465,0.2069,0.0335,0.0914,0.0,11,0.7901,4,3,syn_20260831_000527,2026-08-17,2026-08-30,1
5,143.46,5.77,0.2529,0.1622,0.018,0.121,0.0281,12,0.6015,8,1,syn_20260831_000528,2026-08-17,2026-08-30,1
2,299.99,5.26,0.0231,0.0448,0.0218,0.1369,0.2356,9,0.4045,8,1,syn_20260831_000529,2026-08-17,2026-08-30,1
5,99.67,4.0,0.2534,0.15,0.0489,0.0634,0.0412,15,0.6908,3,2,syn_20260831_000530,2026-08-17,2026-08-30,1
6,61.77,4.66,0.2712,0.2031,0.0098,0.1007,0.025,12,0.7614,10,2,syn_20260831_000531,2026-08-17,2026-08-30,1
2,120.0,4.72,0.0937,0.0212,0.0288,0.1448,0.158,9,0.6235,10,5,syn_20260831_000532,2026-08-17,2026-08-30,1
1,25.08,2.52,0.0,0.0,0.0,0.034,0.0413,2,0.0516,11,3,syn_20260831_000533,2026-08-17,2026-08-30,1
6,115.19,6.37,0.3485,0.2573,0.0395,0.1234,0.0034,13,0.6,11,4,syn_20260831_000534,2026-08-17,2026-08-30,1
4,161.13,5.46,0.0071,0.041,0.0496,0.25,0.2772,8,0.5154,6,2,syn_20260831_000535,2026-08-17,2026-08-30,1
6,99.55,4.83,0.2881,0.2186,0.0454,0.05,0.0306,9,0.7313,3,0,syn_20260831_000536,2026-08-17,2026-08-30,1
1,35.46,2.54,0.0,0.0,0.0,0.0015,0.0177,2,0.1638,7,4,syn_20260831_000537,2026-08-17,2026-08-30,1
2,191.97,5.14,0.0775,0.0436,0.0476,0.25,0.1828,7,0.3,13,3,syn_20260831_000538,2026-08-17,2026-08-30,1
6,163.76,7.3,0.0727,0.0764,0.2679,0.1798,0.1174,13,0.5686,5,0,syn_20260831_000539,2026-08-17,2026-08-30,1
1,25.35,3.0,0.0,0.0,0.0,0.0373,0.0401,3,0.1283,6,5,syn_20260831_000540,2026-08-17,2026-08-30,1
5,60.0,7.48,0.3208,0.2359,0.0377,0.1247,0.0362,9,0.8241,11,2,syn_20260831_000541,2026-08-17,2026-08-30,1
3,260.37,4.0,0.0256,0.0,0.0478,0.1354,0.1521,11,0.4576,5,5,syn_20260831_000542,2026-08-17,2026-08-30,1
5,154.18,6.45,0.35,0.261,0.0152,0.0918,0.0581,9,0.7566,9,4,syn_20260831_000543,2026-08-17,2026-08-30,1
1,21.1,3.0,0.0,0.0,0.0,0.0228,0.0077,2,0.1428,9,0,syn_20260831_000544,2026-08-17,2026-08-30,1
7,228.56,7.98,0.1028,0.0874,0.1619,0.1073,0.1194,15,0.5619,10,3,syn_20260831_000545,2026-08-17,2026-08-30,1
1,22.63,2.23,0.0,0.0,0.0,0.0345,0.0312,2,0.1244,6,2,syn_20260831_000546,2026-08-17,2026-08-30,1
6,133.22,6.91,0.2475,0.2445,0.0388,0.1438,0.0161,15,0.8121,4,2,syn_20260831_000547,2026-08-17,2026-08-30,1
5,80.26,6.8,0.2294,0.3155,0.0281,0.096,0.0949,14,0.6555,9,1,syn_20260831_000548,2026-08-17,2026-08-30,1
7,130.57,6.9,0.0683,0.07,0.2293,0.1905,0.0657,17,0.5138,10,3,syn_20260831_000549,2026-08-17,2026-08-30,1
5,156.26,5.76,0.137,0.0709,0.157,0.1433,0.0556,16,0.6202,9,1,syn_20260831_000550,2026-08-17,2026-08-30,1
4,237.26,5.81,0.0549,0.15,0.2003,0.1481,0.1335,10,0.648,12,2,syn_20260831_000551,2026-08-17,2026-08-30,1
2,120.0,5.4,0.0579,0.0326,0.0033,0.1137,0.2893,9,0.4488,8,2,syn_20260831_000552,2026-08-17,2026-08-30,1
1,25.39,2.97,0.0,0.0,0.0,0.0345,0.0409,3,0.0157,9,0,syn_20260831_000553,2026-08-17,2026-08-30,1
4,234.85,6.22,0.0868,0.0,0.0759,0.1256,0.2526,9,0.6415,12,1,syn_20260831_000554,2026-08-17,2026-08-30,1
5,78.35,4.43,0.2762,0.1652,0.0249,0.1305,0.0495,14,0.6,9,4,syn_20260831_000555,2026-08-17,2026-08-30,1
5,136.67,6.98,0.3458,0.3287,0.0371,0.1325,0.035,12,0.6471,12,2,syn_20260831_000556,2026-08-17,2026-08-30,1
2,271.45,5.99,0.0652,0.0316,0.0969,0.1701,0.2672,7,0.4125,6,3,syn_20260831_000557,2026-08-17,2026-08-30,1
1,37.47,2.38,0.0,0.0,0.0,0.0385,0.0384,2,0.168,9,4,syn_20260831_000558,2026-08-17,2026-08-30,1
6,163.78,7.23,0.0774,0.0783,0.1916,0.1072,0.15,17,0.614,8,2,syn_20260831_000559,2026-08-17,2026-08-30,1
1,32.64,2.27,0.0,0.0,0.0,0.0088,0.0029,2,0.1668,9,3,syn_20260831_000560,2026-08-17,2026-08-30,1
5,185.29,8.33,0.1443,0.0531,0.2641,0.1,0.1118,13,0.6732,5,2,syn_20260831_000561,2026-08-17,2026-08-30,1
4,120.0,3.76,0.0977,0.0035,0.0318,0.1608,0.2128,7,0.5145,9,2,syn_20260831_000562,2026-08-17,2026-08-30,1
7,134.23,8.54,0.1098,0.077,0.2457,0.124,0.0775,15,0.5152,9,2,syn_20260831_000563,2026-08-17,2026-08-30,1
5,240.0,5.6,0.1035,0.0672,0.2198,0.1872,0.1366,11,0.7326,13,1,syn_20260831_000564,2026-08-17,2026-08-30,1
5,178.54,9.92,0.0945,0.1104,0.1919,0.1,0.1188,12,0.7434,9,2,syn_20260831_000565,2026-08-17,2026-08-30,1
1,8.4,2.3,0.0,0.0,0.0,0.0052,0.0,2,0.1407,9,1,syn_20260831_000566,2026-08-17,2026-08-30,1
3,173.41,5.53,0.2461,0.1942,0.022,0.067,0.0309,12,0.695,9,2,syn_20260831_000567,2026-08-17,2026-08-30,1
3,169.12,5.97,0.3187,0.3232,0.0184,0.05,0.0816,15,0.8043,7,0,syn_20260831_000568,2026-08-17,2026-08-30,1
5,118.25,5.06,0.2525,0.3149,0.0446,0.0744,0.0211,14,0.6671,4,2,syn_20260831_000569,2026-08-17,2026-08-30,1
4,208.14,6.0,0.0237,0.0,0.0351,0.188,0.2491,8,0.5326,6,4,syn_20260831_000570,2026-08-17,2026-08-30,1
1,10.18,3.0,0.0,0.0,0.0,0.0,0.0056,2,0.0942,5,5,syn_20260831_000571,2026-08-17,2026-08-30,1
5,86.66,7.29,0.2963,0.153,0.039,0.1418,0.0056,12,0.7399,8,3,syn_20260831_000572,2026-08-17,2026-08-30,1
6,94.41,10.0,0.0903,0.147,0.2058,0.1593,0.1388,11,0.522,10,3,syn_20260831_000573,2026-08-17,2026-08-30,1
2,20.47,3.93,0.0331,0.0087,0.05,0.0242,0.0023,4,0.0666,6,5,syn_20260831_000574,2026-08-17,2026-08-30,1
7,185.13,5.49,0.1453,0.1093,0.1603,0.1441,0.1125,15,0.6007,13,2,syn_20260831_000575,2026-08-17,2026-08-30,1
5,107.23,4.0,0.277,0.2807,0.0365,0.141,0.0577,10,0.7212,4,0,syn_20260831_000576,2026-08-17,2026-08-30,1
2,165.78,4.24,0.096,0.0071,0.0267,0.157,0.1529,5,0.5084,7,1,syn_20260831_000577,2026-08-17,2026-08-30,1
3,79.35,5.57,0.2982,0.1724,0.016,0.1005,0.0709,8,0.7943,4,4,syn_20260831_000578,2026-08-17,2026-08-30,1
4,98.58,6.38,0.2327,0.2558,0.0176,0.1097,0.0357,15,0.8064,14,1,syn_20260831_000579,2026-08-17,2026-08-30,1
1,10.85,2.57,0.0,0.0,0.0,0.0439,0.0147,3,0.1044,11,1,syn_20260831_000580,2026-08-17,2026-08-30,1
3,281.65,5.57,0.0764,0.0419,0.0822,0.134,0.2238,9,0.5209,9,4,syn_20260831_000581,2026-08-17,2026-08-30,1
5,172.34,7.37,0.1863,0.3045,0.0346,0.1281,0.0385,11,0.6,8,1,syn_20260831_000582,2026-08-17,2026-08-30,1
2,143.99,3.57,0.0529,0.0437,0.0177,0.2404,0.2226,7,0.4708,11,5,syn_20260831_000583,2026-08-17,2026-08-30,1
3,132.89,4.5,0.0614,0.0115,0.0113,0.1645,0.2235,6,0.3189,10,0,syn_20260831_000584,2026-08-17,2026-08-30,1
6,77.49,4.57,0.2904,0.2391,0.036,0.15,0.0218,8,0.6435,9,2,syn_20260831_000585,2026-08-17,2026-08-30,1
5,166.39,9.48,0.0953,0.105,0.2041,0.1553,0.0988,16,0.6081,9,1,syn_20260831_000586,2026-08-17,2026-08-30,1
8,235.19,6.61,0.0653,0.0979,0.1732,0.1463,0.07,13,0.6245,9,2,syn_20260831_000587,2026-08-17,2026-08-30,1
