Cart ID,Transaction ID,Customer ID,Gender,Location,Payment type,Item ID,Brand Name,Brand Size,Category,Subcategory,Unit Price,Best Price,Discount,Quantity,Total Item Price,Quality Score,Replaced,Substitute ID,Substitute Brand,Substitute Size,Substitute Price,Substitute Quality,Price Saved
1589,2216CF2D,CUS9043,Female,WA,Debit Card,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
1590,542590B1,CUS6783,Female,QLD,Debit Card,ITM52081,San Remo,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5,Yes,ITM91476,San Remo,1000 g,12.31,5.0,0.65
1590,542590B1,CUS6783,Female,QLD,Debit Card,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4,Yes,ITM81805,Lilydale,250 g,19.82,4.0,0.83
1590,542590B1,CUS6783,Female,QLD,Debit Card,ITM32607,Heinz,750 g,Pantry,Canned Food,7.09,5.81,0.18,5,29.05,5,Yes,ITM80077,Heinz,250 g,2.41,5.0,17.0
1590,542590B1,CUS6783,Female,QLD,Debit Card,ITM37711,Sunrice,1000 g,Pantry,Rice,2.3,2.25,0.02,5,11.25,5,Yes,ITM14960,Paul's,500 mL,2.16,5.0,0.45
1591,251137E6,CUS2913,Female,QLD,Credit Card,ITM45168,Arnott's,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,5.22
1591,251137E6,CUS2913,Female,QLD,Credit Card,ITM50710,Chobani,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,4,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
1591,251137E6,CUS2913,Female,QLD,Credit Card,ITM91476,Barilla,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
1592,6BAE181B,CUS7178,Female,QLD,Cash,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
1592,6BAE181B,CUS7178,Female,QLD,Cash,ITM78671,Cadbury,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5,Yes,ITM81101,Coles Brand,300 g,8.36,5.0,2.65
1592,6BAE181B,CUS7178,Female,QLD,Cash,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
1592,6BAE181B,CUS7178,Female,QLD,Cash,ITM74950,Coles RSPCA Approved,1500 g,Meat,Chicken,20.08,15.86,0.21,2,31.72,3,Yes,ITM99586,Coles Brand,2000 mL,15.77,3.0,0.18
1593,F1C9C24C,CUS2348,Male,NSW,Credit Card,ITM76678,Balfours,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,0.87
1593,F1C9C24C,CUS2348,Male,NSW,Credit Card,ITM31832,Coles Brand,1500 g,Meat,Pork,23.18,18.78,0.19,3,56.34,2,Yes,ITM96045,Australian Fresh,1500 g,17.76,3.0,3.06
1593,F1C9C24C,CUS2348,Male,NSW,Credit Card,ITM85988,Sara Lee,8 pack,Bakery,Cake,16.64,13.15,0.21,4,52.6,5,Yes,ITM79306,Tip Top,6 pack,6.01,5.0,28.56
1594,043CEDE2,CUS5839,Female,VIC,Cash,ITM34535,Golden Circle,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
1594,043CEDE2,CUS5839,Female,VIC,Cash,ITM76678,Balfours,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,0.87
1594,043CEDE2,CUS5839,Female,VIC,Cash,ITM67652,Lilydale,1000 g,Meat,Chicken,2.78,2.67,0.04,3,8.01,5,Yes,ITM14960,Paul's,500 mL,2.16,5.0,1.53
1594,043CEDE2,CUS5839,Female,VIC,Cash,ITM43805,Cadbury,200 g,Snacks,Chocolate,8.04,7.64,0.05,5,38.2,5,Yes,ITM91313,Cadbury,200 g,7.18,5.0,2.3
1595,86C76151,CUS6641,Female,QLD,Cash,ITM25291,Cadbury,250 g,Snacks,Chocolate,10.62,10.09,0.05,4,40.36,5,Yes,ITM13754,Nestle,200 g,7.64,5.0,9.8
1595,86C76151,CUS6641,Female,QLD,Cash,ITM73444,Coles Brand,200 g,Snacks,BISCS,6.75,5.54,0.18,1,5.54,5,Yes,ITM80077,SPC,250 g,2.41,5.0,3.13
1595,86C76151,CUS6641,Female,QLD,Cash,ITM34137,SPC,500 g,Pantry,Canned Food,9.27,6.67,0.28,5,33.35,5,Yes,ITM32607,SPC,750 g,5.81,5.0,4.3
1596,17EAE2B1,CUS3819,Male,VIC,Credit Card,ITM34498,Bertocchi,500 g,Meat,Pork,7.1,5.11,0.28,1,5.11,5,Yes,ITM54167,Coles Brand,500 g,3.34,5.0,1.77
1596,17EAE2B1,CUS3819,Male,VIC,Credit Card,ITM53578,Bertocchi,250 g,Meat,Pork,3.85,3.39,0.12,3,10.17,5,Yes,ITM14960,A2 Milk,500 mL,2.16,5.0,3.69
1596,17EAE2B1,CUS3819,Male,VIC,Credit Card,ITM55806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4,Yes,ITM13754,Smith's,200 g,13.09,4.0,4.68
1596,17EAE2B1,CUS3819,Male,VIC,Credit Card,ITM50710,Chobani,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,4,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
1597,F6C80462,CUS1463,Male,NSW,Debit Card,ITM85988,Sara Lee,8 pack,Bakery,Cake,16.64,13.15,0.21,4,52.6,5,Yes,ITM79306,Tip Top,6 pack,6.01,5.0,28.56
1597,F6C80462,CUS1463,Male,NSW,Debit Card,ITM91476,San Remo,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
1597,F6C80462,CUS1463,Male,NSW,Debit Card,ITM28469,Oreo,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,3,Yes,ITM55806,Coles Brand,150 g,14.65,3.0,17.32
1597,F6C80462,CUS1463,Male,NSW,Debit Card,ITM52081,Barilla,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5,Yes,ITM91476,San Remo,1000 g,12.31,5.0,0.65
1598,C7A8DC81,CUS3479,Female,SA,Cash,ITM79306,Helga's,6 pack,Bakery,Bread,7.8,6.01,0.23,1,6.01,5,Yes,ITM49802,Tip Top,2 pack,3.91,5.0,2.1
1598,C7A8DC81,CUS3479,Female,SA,Cash,ITM58614,Balfours,2 pack,Bakery,Pastries,1.77,1.65,0.07,3,4.95,5,Yes,ITM97602,Coles Brand,200 g,0.93,5.0,2.16
1598,C7A8DC81,CUS3479,Female,SA,Cash,ITM27502,Coles Brand,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4,Yes,ITM76397,Barilla,500 g,9.69,5.0,17.31
1598,C7A8DC81,CUS3479,Female,SA,Cash,ITM28469,Oreo,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,3,Yes,ITM55806,Coles Brand,150 g,14.65,3.0,17.32
1599,AC2E9CF1, CUS2341,Female,VIC,Credit Card,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5,Yes,ITM49021,Sara Lee,1 pack,4.54,5.0,1.05
1599,AC2E9CF1, CUS2341,Female,VIC,Credit Card,ITM54765,Red Bull,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5,No,,,,,,
1599,AC2E9CF1, CUS2341,Female,VIC,Credit Card,ITM97602,Smith's,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5,No,,,,,,
1599,AC2E9CF1, CUS2341,Female,VIC,Credit Card,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
1600,1F84179D,CUS5616,Female,VIC,Credit Card,ITM91476,San Remo,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
1600,1F84179D,CUS5616,Female,VIC,Credit Card,ITM12293,Sunrice,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5,Yes,ITM76900,Tilda,750 g,3.91,5.0,6.9
1600,1F84179D,CUS5616,Female,VIC,Credit Card,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
1600,1F84179D,CUS5616,Female,VIC,Credit Card,ITM32500,Mainland,500 mL,Dairy,Cheese,2.15,1.66,0.23,4,6.64,5,No,,,,,,
1601,7AF6C95E,CUS2168,Male,VIC,Debit Card,ITM91476,Barilla,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
1601,7AF6C95E,CUS2168,Male,VIC,Debit Card,ITM28590,Arnott's,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,4,Yes,ITM28469,Arnott's,100 g,18.98,4.0,5.01
1601,7AF6C95E,CUS2168,Male,VIC,Debit Card,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3,Yes,ITM99586,Coles Brand,2000 mL,15.77,3.0,3.26
1601,7AF6C95E,CUS2168,Male,VIC,Debit Card,ITM70911,Coles Brand,500 g,Produce,Vegetables,5.19,5.03,0.03,5,25.15,5,Yes,ITM18743,Coles Brand,500 g,2.15,5.0,14.4
1602,241EC791,CUS6244,Male,QLD,Credit Card,ITM72983,Berri,500 mL,Beverages,Juice,23.73,18.03,0.24,4,72.12,3,Yes,ITM50843,Berri,250 mL,17.13,3.0,3.6
1602,241EC791,CUS6244,Male,QLD,Credit Card,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2,Yes,ITM50876,Coles RSPCA Approved,250 g,16.41,2.0,10.23
1602,241EC791,CUS6244,Male,QLD,Credit Card,ITM80294,V,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5,Yes,ITM82173,Red Bull,1500 mL,7.61,5.0,8.08
1602,241EC791,CUS6244,Male,QLD,Credit Card,ITM53578,Bertocchi,250 g,Meat,Pork,3.85,3.39,0.12,3,10.17,5,Yes,ITM14960,A2 Milk,500 mL,2.16,5.0,3.69
1602,241EC791,CUS6244,Male,QLD,Credit Card,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5,Yes,ITM70911,Australian Fresh,500 g,5.03,5.0,6.04
1603,84A897E9,CUS5710,Male,QLD,Debit Card,ITM58614,Balfours,2 pack,Bakery,Pastries,1.77,1.65,0.07,3,4.95,5,Yes,ITM97602,Coles Brand,200 g,0.93,5.0,2.16
1603,84A897E9,CUS5710,Male,QLD,Debit Card,ITM31013,Coca-Cola,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5,Yes,ITM26641,Schweppes,1000 mL,3.63,5.0,6.34
1603,84A897E9,CUS5710,Male,QLD,Debit Card,ITM52081,Barilla,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5,Yes,ITM91476,San Remo,1000 g,12.31,5.0,0.65
1603,84A897E9,CUS5710,Male,QLD,Debit Card,ITM96045,Australian Fresh,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.15
1604,90146509,CUS8114,Male,WA,Cash,ITM80294,V,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5,Yes,ITM82173,Red Bull,1500 mL,7.61,5.0,8.08
1604,90146509,CUS8114,Male,WA,Cash,ITM45482,Cool Ridge,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5,No,,,,,,
1604,90146509,CUS8114,Male,WA,Cash,ITM54167,Coles Brand,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5,Yes,ITM30505,Coles RSPCA Approved,1000 g,2.26,5.0,2.16
1604,90146509,CUS8114,Male,WA,Cash,ITM25291,Lindt,250 g,Snacks,Chocolate,10.62,10.09,0.05,4,40.36,5,Yes,ITM13754,Nestle,200 g,7.64,5.0,9.8
1604,90146509,CUS8114,Male,WA,Cash,ITM68123,Chobani,1000 mL,Dairy,Yogurt,11.94,8.6,0.28,1,8.6,5,Yes,ITM26641,Coles Brand,1000 mL,7.8,5.0,0.8
1605,D94CC1D8,CUS3951,Male,VIC,Cash,ITM91476,San Remo,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
1605,D94CC1D8,CUS3951,Male,VIC,Cash,ITM58614,Coles Bakery,2 pack,Bakery,Pastries,1.77,1.65,0.07,3,4.95,5,Yes,ITM97602,Coles Brand,200 g,0.93,5.0,2.16
1605,D94CC1D8,CUS3951,Male,VIC,Cash,ITM14617,Coles Brand,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5,Yes,ITM20351,Coles Brand,1000 g,4.25,5.0,1.53
1605,D94CC1D8,CUS3951,Male,VIC,Cash,ITM12293,Tilda,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5,Yes,ITM76900,Tilda,750 g,3.91,5.0,6.9
1606,5EE32E1A,CUS5669,Female,VIC,Credit Card,ITM73444,Oreo,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5,Yes,ITM80077,SPC,250 g,2.41,5.0,3.13
1606,5EE32E1A,CUS5669,Female,VIC,Credit Card,ITM93732,Mainland,1500 mL,Dairy,Cheese,9.46,7.1,0.25,3,21.3,5,Yes,ITM54765,Coles Brand,1500 mL,6.8,5.0,0.9
1606,5EE32E1A,CUS5669,Female,VIC,Credit Card,ITM48210,Pepsi,2000 mL,Beverages,Soft Drinks,21.97,20.87,0.05,2,41.74,4,Yes,ITM10665,Coca-Cola,2000 mL,15.34,5.0,11.06
1606,5EE32E1A,CUS5669,Female,VIC,Credit Card,ITM91313,Nestle,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5,Yes,ITM28590,Cadbury,200 g,3.86,5.0,13.28
1607,9278B731,CUS6049,Male,NSW,Cash,ITM96045,Coles Brand,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.15
1607,9278B731,CUS6049,Male,NSW,Cash,ITM28469,Arnott's,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,4,Yes,ITM55806,Coles Brand,150 g,14.65,3.0,17.32
1607,9278B731,CUS6049,Male,NSW,Cash,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
1607,9278B731,CUS6049,Male,NSW,Cash,ITM35042,Coles Brand,1500 g,Produce,fruits,12.94,11.65,0.1,4,46.6,5,Yes,ITM36741,Barilla,1000 g,9.69,5.0,7.84
1607,9278B731,CUS6049,Male,NSW,Cash,ITM76397,Barilla,500 g,Pantry,Pasta,10.42,9.69,0.07,1,9.69,5,Yes,ITM76900,Sunrice,750 g,3.73,5.0,5.96
1608,CEDD5BA3,CUS2821,Male,WA,Credit Card,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5,No,,,,,,
1608,CEDD5BA3,CUS2821,Male,WA,Credit Card,ITM65080,Australian Fresh,1500 g,Produce,Fruits,18.75,18.56,0.01,1,18.56,4,Yes,ITM35042,Coles Brand,1500 g,11.65,5.0,6.91
1608,CEDD5BA3,CUS2821,Male,WA,Credit Card,ITM27502,Australian Fresh,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4,Yes,ITM76397,Barilla,500 g,9.69,5.0,17.31
1609,2E2BFA4D,CUS4852,Male,QLD,Debit Card,ITM29304,Barilla,750 g,Pantry,Pasta,5.36,3.91,0.27,1,3.91,5,Yes,ITM30505,Lilydale,1000 g,2.26,5.0,1.65
1609,2E2BFA4D,CUS4852,Male,QLD,Debit Card,ITM27502,Coles Brand,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4,Yes,ITM76397,Barilla,500 g,9.69,5.0,17.31
1609,2E2BFA4D,CUS4852,Male,QLD,Debit Card,ITM96045,Coles Brand,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.15
1609,2E2BFA4D,CUS4852,Male,QLD,Debit Card,ITM20351,Coles Brand,1000 g,Meat,Pork,5.0,4.25,0.15,5,21.25,5,Yes,ITM26641,Coca-Cola,1000 mL,3.63,5.0,3.1
1610,136A95BE,CUS3069,Female,NSW,Credit Card,ITM69622,Abbott's Village,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5,Yes,ITM79306,Helga's,6 pack,6.01,5.0,5.49
1610,136A95BE,CUS3069,Female,NSW,Credit Card,ITM78671,Nestle,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5,Yes,ITM81101,Coles Brand,300 g,8.36,5.0,2.65
1610,136A95BE,CUS3069,Female,NSW,Credit Card,ITM41893,Helga's,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5,Yes,ITM38731,Abbott's Village,6 pack,5.59,5.0,2.08
1610,136A95BE,CUS3069,Female,NSW,Credit Card,ITM96045,Australian Fresh,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3,Yes,ITM28063,Coles Brand,1500 g,17.73,2.0,0.15
1611,E677E380,CUS8378,Male,VIC,Cash,ITM54765,V,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5,No,,,,,,
1611,E677E380,CUS8378,Male,VIC,Cash,ITM81101,Red Rock Deli,300 g,Snacks,Chips,11.15,8.36,0.25,4,33.44,5,Yes,ITM45168,TUC,200 g,8.15,5.0,0.84
1611,E677E380,CUS8378,Male,VIC,Cash,ITM72983,Golden Circle,500 mL,Beverages,Juice,23.73,18.03,0.24,4,72.12,3,Yes,ITM50843,Berri,250 mL,17.13,3.0,3.6
1612,919C31A8,CUS6059,Male,NSW,Debit Card,ITM32607,Heinz,750 g,Pantry,Canned Food,7.09,5.81,0.18,5,29.05,5,Yes,ITM80077,Heinz,250 g,2.41,5.0,17.0
1612,919C31A8,CUS6059,Male,NSW,Debit Card,ITM14617,Bertocchi,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5,Yes,ITM20351,Coles Brand,1000 g,4.25,5.0,1.53
1612,919C31A8,CUS6059,Male,NSW,Debit Card,ITM99586,Red Bull,2000 mL,Beverages,Energy Drinks,20.13,17.51,0.13,4,70.04,5,Yes,ITM38008,Coca-Cola,1500 mL,11.97,5.0,22.16
1612,919C31A8,CUS6059,Male,NSW,Debit Card,ITM45482,Mount Franklin,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5,No,,,,,,
1612,919C31A8,CUS6059,Male,NSW,Debit Card,ITM34814,Bega,1000 mL,Dairy,Cheese,6.07,5.77,0.05,1,5.77,5,Yes,ITM67652,Coles RSPCA Approved,1000 g,2.67,5.0,3.1
1613,579F39D3,CUS4017,Male,QLD,Debit Card,ITM50843,Golden Circle,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,2.45
1613,579F39D3,CUS4017,Male,QLD,Debit Card,ITM25291,Lindt,250 g,Snacks,Chocolate,10.62,10.09,0.05,4,40.36,5,Yes,ITM13754,Nestle,200 g,7.64,5.0,9.8
1613,579F39D3,CUS4017,Male,QLD,Debit Card,ITM54167,Bertocchi,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5,Yes,ITM30505,Coles RSPCA Approved,1000 g,2.26,5.0,2.16
1613,579F39D3,CUS4017,Male,QLD,Debit Card,ITM73376,Lindt,250 g,Snacks,Chocolate,14.07,12.8,0.09,2,25.6,5,Yes,ITM25291,Coles Brand,250 g,10.09,5.0,5.42
1614,89CF7E96,CUS2581,Male,QLD,Cash,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
1614,89CF7E96,CUS2581,Male,QLD,Cash,ITM91476,San Remo,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
1614,89CF7E96,CUS2581,Male,QLD,Cash,ITM58614,Coles Bakery,2 pack,Bakery,Pastries,1.77,1.65,0.07,3,4.95,5,Yes,ITM97602,Coles Brand,200 g,0.93,5.0,2.16
1615,59133DFC,CUS3469,Male,QLD,Debit Card,ITM69561,A2 Milk,500 mL,Dairy,Milk,20.35,15.67,0.23,5,78.35,5,Yes,ITM52081,Barilla,1000 g,12.44,5.0,16.15
1615,59133DFC,CUS3469,Male,QLD,Debit Card,ITM66308,TUC,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,0.69
1615,59133DFC,CUS3469,Male,QLD,Debit Card,ITM29304,Barilla,750 g,Pantry,Pasta,5.36,3.91,0.27,1,3.91,5,Yes,ITM30505,Lilydale,1000 g,2.26,5.0,1.65
1615,59133DFC,CUS3469,Male,QLD,Debit Card,ITM80294,V,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5,Yes,ITM82173,Red Bull,1500 mL,7.61,5.0,8.08
1616,1E01E3C3,CUS5944,Female,NSW,Debit Card,ITM28063,Australian Fresh,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2,Yes,ITM28085,Australian Fresh,1000 g,17.21,2.0,0.52
1616,1E01E3C3,CUS5944,Female,NSW,Debit Card,ITM88148,Chobani,1500 mL,Dairy,Yogurt,14.25,14.11,0.01,2,28.22,5,Yes,ITM80294,Monster,1500 mL,11.65,5.0,4.92
1616,1E01E3C3,CUS5944,Female,NSW,Debit Card,ITM50843,Berri,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,2.45
1616,1E01E3C3,CUS5944,Female,NSW,Debit Card,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
1616,1E01E3C3,CUS5944,Female,NSW,Debit Card,ITM23586,Jalna,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4,Yes,ITM10665,Coles Brand,2000 mL,15.34,4.0,0.63
1617,945101C1,CUS6049,Female,WA,Credit Card,ITM50710,Yoplait,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
1617,945101C1,CUS6049,Female,WA,Credit Card,ITM12293,Sunrice,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5,Yes,ITM76900,Tilda,750 g,3.91,5.0,6.9
1617,945101C1,CUS6049,Female,WA,Credit Card,ITM50876,Coles RSPCA Approved,250 g,Meat,Chicken,22.79,16.41,0.28,1,16.41,2,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,1.73
1618,6A8B446B,CUS9346,Female,SA,Cash,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
1618,6A8B446B,CUS9346,Female,SA,Cash,ITM65080,Coles Brand,1500 g,Produce,Fruits,18.75,18.56,0.01,1,18.56,4,Yes,ITM35042,Coles Brand,1500 g,11.65,5.0,6.91
1618,6A8B446B,CUS9346,Female,SA,Cash,ITM31832,Bertocchi,1500 g,Meat,Pork,23.18,18.78,0.19,3,56.34,3,Yes,ITM96045,Australian Fresh,1500 g,17.76,3.0,3.06
1618,6A8B446B,CUS9346,Female,SA,Cash,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,5.22
1618,6A8B446B,CUS9346,Female,SA,Cash,ITM69561,A2 Milk,500 mL,Dairy,Milk,20.35,15.67,0.23,5,78.35,5,Yes,ITM52081,Barilla,1000 g,12.44,5.0,16.15
1619,0C3F0FCA,Cus4872,Female,WA,Debit Card,ITM99787,Coles Brand,500 g,Meat,Pork,11.61,11.38,0.02,2,22.76,5,Yes,ITM76397,Barilla,500 g,9.69,5.0,3.38
1619,0C3F0FCA,Cus4872,Female,WA,Debit Card,ITM45752,Coles Brand,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
1619,0C3F0FCA,Cus4872,Female,WA,Debit Card,ITM69561,Paul's,500 mL,Dairy,Milk,20.35,15.67,0.23,5,78.35,4,Yes,ITM52081,Barilla,1000 g,12.44,5.0,16.15
1619,0C3F0FCA,Cus4872,Female,WA,Debit Card,ITM35671,Smith's,250 g,Snacks,Chips,17.23,13.09,0.24,5,65.45,4,Yes,ITM98744,Smith's,250 g,11.37,5.0,8.6
1620,0B306750,CUS9184,Male,QLD,Cash,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5,No,,,,,,
1620,0B306750,CUS9184,Male,QLD,Cash,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
1620,0B306750,CUS9184,Male,QLD,Cash,ITM25291,Lindt,250 g,Snacks,Chocolate,10.62,10.09,0.05,4,40.36,5,Yes,ITM13754,Nestle,200 g,7.64,5.0,9.8
1620,0B306750,CUS9184,Male,QLD,Cash,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4,Yes,ITM81805,Lilydale,250 g,19.82,4.0,0.83
1621,A58180B9,CUS4921,Male,WA,Cash,ITM54765,Red Bull,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5,No,,,,,,
1621,A58180B9,CUS4921,Male,WA,Cash,ITM69622,Abbott's Village,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5,Yes,ITM79306,Helga's,6 pack,6.01,5.0,5.49
1621,A58180B9,CUS4921,Male,WA,Cash,ITM67652,Lilydale,1000 g,Meat,Chicken,2.78,2.67,0.04,3,8.01,5,Yes,ITM14960,Paul's,500 mL,2.16,5.0,1.53
1622,34C2E4F8,CUS2913,Male,QLD,Cash,ITM97602,Smith's,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5,No,,,,,,
1622,34C2E4F8,CUS2913,Male,QLD,Cash,ITM57792,Bega,1500 mL,Dairy,Cheese,22.27,16.03,0.28,5,80.15,3,Yes,ITM74950,Coles RSPCA Approved,1500 g,15.88,3.0,0.75
1622,34C2E4F8,CUS2913,Male,QLD,Cash,ITMS76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Sunrice,1000 g,2.25,5.0,1.48
1623,49A2208E,CUS6853,Male,QLD,Credit Card,ITM76678,Coles Bakery,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,0.87
