Cart ID,Transaction ID,Customer ID,Gender,Location,Payment type,Item ID,Brand Name,Brand Size,Category,Subcategory,Unit Price,Best Price,Discount,Quantity,Total Item Price,Quality Score
1393,7300E0E3, CUS3914,Male,NSW,Cash,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
1393,7300E0E3, CUS3914,Male,NSW,Cash,ITM49209,V,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5
1393,7300E0E3, CUS3914,Male,NSW,Cash,ITM47678,Cadbury,250 g,Snacks,Chocolate,3.9,3.86,0.01,4,15.44,5
1393,7300E0E3, CUS3914,Male,NSW,Cash,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3
1394,BC3A9242,CUS6291,Male,NSW,Credit Card,ITM35042,Coles Brand,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5
1394,BC3A9242,CUS6291,Male,NSW,Credit Card,ITM49902,Coles Brand,750 g,Meat,Pork,6.32,6.0,0.05,1,6.0,5
1394,BC3A9242,CUS6291,Male,NSW,Credit Card,ITM38892,Daily Juice,250 mL,Beverages,Juice,24.6,18.94,0.23,2,37.88,2
1395,8090C142,CUS2915,Female,WA,Cash,ITM96045,Coles Brand,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3
1395,8090C142,CUS2915,Female,WA,Cash,ITM50710,Chobani,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,4
1395,8090C142,CUS2915,Female,WA,Cash,ITM20351,Coles Brand,1000 g,Meat,Pork,5.0,4.25,0.15,5,21.25,5
1395,8090C142,CUS2915,Female,WA,Cash,ITM80294,V,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5
1395,8090C142,CUS2915,Female,WA,Cash,ITM74950,Lilydale,1500 g,Meat,Chicken,20.08,15.86,0.21,2,31.72,5
1396,6E88A8DB,CUS3951,Female,SA,Credit Card,ITM91313,Cadbury,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5
1396,6E88A8DB,CUS3951,Female,SA,Credit Card,ITM53578,Coles Brand,250 g,Meat,Pork,3.85,3.39,0.12,3,10.17,5
1396,6E88A8DB,CUS3951,Female,SA,Credit Card,ITM90456,Coles Brand,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
1397,984E0117, CUS7178 ,Male,NSW,Credit Card,ITM53578,Coles Brand,250 g,Meat,Pork,3.85,3.39,0.12,3,10.17,5
1397,984E0117, CUS7178 ,Male,NSW,Credit Card,ITM73376,Lindt,250 g,Snacks,Chocolate,14.07,12.8,0.09,2,25.6,5
1397,984E0117, CUS7178 ,Male,NSW,Credit Card,ITM61284,Tilda,500 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,4
1397,984E0117, CUS7178 ,Male,NSW,Credit Card,ITM96045,Coles Brand,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3
1398,C7883CBB,CUS5895,Female,VIC,Debit Card,ITM57792,Devondale,1500 mL,Dairy,Cheese,22.27,16.03,0.28,5,80.15,2
1398,C7883CBB,CUS5895,Female,VIC,Debit Card,ITM54765,Monster,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
1398,C7883CBB,CUS5895,Female,VIC,Debit Card,ITM37711,Sunrice,1000 g,Pantry,Rice,2.3,2.25,0.02,5,11.25,5
1398,C7883CBB,CUS5895,Female,VIC,Debit Card,ITM29304,San Remo,750 g,Pantry,Pasta,5.36,3.91,0.27,1,3.91,5
1398,C7883CBB,CUS5895,Female,VIC,Debit Card,ITM61583,Coles Brand,1500 g,Meat,Pork,8.32,6.41,0.23,5,32.05,5
1399,3867A8FB,CUS5945,Female,QLD,Cash,ITM35008,Red Bull,250 mL,Beverages,Energy Drinks,15.96,13.09,0.18,1,13.09,5
1399,3867A8FB,CUS5945,Female,QLD,Cash,ITM35008,Monster,250 mL,Beverages,Energy Drinks,15.96,13.09,0.18,1,13.09,5
1399,3867A8FB,CUS5945,Female,QLD,Cash,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5
1399,3867A8FB,CUS5945,Female,QLD,Cash,ITM54167,Bertocchi,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5
1399,3867A8FB,CUS5945,Female,QLD,Cash,ITM75406,Smith's,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5
1400,9184AC87,CUS2141,Male,VIC,Cash,ITM69561,Paul's,500 mL,Dairy,Milk,20.35,15.67,0.23,5,78.35,4
1400,9184AC87,CUS2141,Male,VIC,Cash,ITM12293,Tilda,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5
1400,9184AC87,CUS2141,Male,VIC,Cash,ITM54765,Monster,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
1400,9184AC87,CUS2141,Male,VIC,Cash,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
1400,9184AC87,CUS2141,Male,VIC,Cash,ITM55806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4
1401,E18E8CF9,CUS5609,Male,WA,Cash,ITM14960,Dairy Farmers,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
1401,E18E8CF9,CUS5609,Male,WA,Cash,ITM12293,Sunrice,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5
1401,E18E8CF9,CUS5609,Male,WA,Cash,ITM31013,Pepsi,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
1401,E18E8CF9,CUS5609,Male,WA,Cash,ITM12293,Tilda,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5
1402,9F70F69B,Cus4872,Female,SA,Cash,ITM45168,TUC,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
1402,9F70F69B,Cus4872,Female,SA,Cash,ITM28063,Australian Fresh,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2
1402,9F70F69B,Cus4872,Female,SA,Cash,ITM87429,Smith's,150 g,Snacks,Chips,18.16,17.43,0.04,1,17.43,5
1402,9F70F69B,Cus4872,Female,SA,Cash,ITM35008,Monster,250 mL,Beverages,Energy Drinks,15.96,13.09,0.18,1,13.09,5
1402,9F70F69B,Cus4872,Female,SA,Cash,ITM49209,V,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5
1403,E793B0B4,CUS9516,Female,VIC,Cash,ITM49902,Coles Brand,750 g,Meat,Pork,6.32,6.0,0.05,1,6.0,5
1403,E793B0B4,CUS9516,Female,VIC,Cash,ITM81805,Lilydale,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,4
1403,E793B0B4,CUS9516,Female,VIC,Cash,ITM69622,Helga's,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5
1403,E793B0B4,CUS9516,Female,VIC,Cash,ITM61269,Monster,2000 mL,Beverages,Energy Drinks,22.44,21.54,0.04,5,107.7,4
1403,E793B0B4,CUS9516,Female,VIC,Cash,ITM80077,Edgell,250 g,Pantry,Canned Food,3.05,2.41,0.21,4,9.64,5
1404,D973A541,CUS2946,Female,NSW,Cash,ITM69622,Abbott's Village,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5
1404,D973A541,CUS2946,Female,NSW,Cash,ITM82173,Red Bull,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5
1404,D973A541,CUS2946,Female,NSW,Cash,ITM68123,Coles Brand,1000 mL,Dairy,Yolk,10.07,7.5,0.25,5,37.5,5
1405,2528C946,CUS7182,Male,SA,Debit Card,ITM71806,Barilla,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,5
1405,2528C946,CUS7182,Male,SA,Debit Card,ITM61269,Monster,2000 mL,Beverages,Energy Drinks,22.44,21.54,0.04,5,107.7,4
1405,2528C946,CUS7182,Male,SA,Debit Card,ITM90145,Berri,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,5
1406,814CAD31,CUS7423,Male,QLD,Debit Card,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
1406,814CAD31,CUS7423,Male,QLD,Debit Card,ITM49021,Coles Bakery,1 pack,Bakery,Cake,5.34,4.54,0.15,5,22.7,5
1406,814CAD31,CUS7423,Male,QLD,Debit Card,ITM28063,Coles Brand,1500 g,Produce,Vegetables,23.96,17.73,0.26,1,17.73,2
1406,814CAD31,CUS7423,Male,QLD,Debit Card,ITM72983,Daily Juice,500 mL,Beverages,Juice,23.73,18.03,0.24,4,72.12,2
1406,814CAD31,CUS7423,Male,QLD,Debit Card,ITM90456,Coles Brand,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
1407,E1C70A56,CUS9002,Male,WA,Cash,ITM74950,Coles RSPCA Approved,1500 g,Meat,Chicken,20.08,15.86,0.21,2,31.72,3
1407,E1C70A56,CUS9002,Male,WA,Cash,ITM31832,Bertocchi,1500 g,Meat,Pork,23.18,18.78,0.19,3,56.34,3
1407,E1C70A56,CUS9002,Male,WA,Cash,ITM80294,Monster,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5
1407,E1C70A56,CUS9002,Male,WA,Cash,ITM50843,Golden Circle,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,3
1407,E1C70A56,CUS9002,Male,WA,Cash,ITM28085,Coles Brand,1000 g,Produce,Fruits,22.07,17.21,0.22,2,34.42,2
1408,E3D06639,CUS33 four,Female,NSW,Cash,ITM35042,Australian Fresh,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5
1408,E3D06639,CUS33 four,Female,NSW,Cash,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5
1408,E3D06639,CUS33 four,Female,NSW,Cash,ITM91313,Cadbury,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5
1408,E3D06639,CUS33 four,Female,NSW,Cash,ITM82173,V,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5
1408,E3D06639,CUS33 four,Female,NSW,Cash,ITM45168,Arnott's,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
1409,E75668E8,CUS5449,Female,NSW,Cash,ITM14960,Paul's,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
1409,E75668E8,CUS5449,Female,NSW,Cash,ITM38008,Pepsi,1500 mL,Beverages,Soft Drinks,15.34,11.97,0.22,1,11.97,5
1409,E75668E8,CUS5449,Female,NSW,Cash,ITM28590,TUC,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,2
1410,8E218C6E,CUS3949,Male,WA,Credit Card,ITM28085,Australian Fresh,1000 g,Produce,Fruits,22.07,17.21,0.22,2,34.42,2
1410,8E218C6E,CUS3949,Male,WA,Credit Card,ITM48210,Coca-Cola,2000 mL,Beverages,Soft Drinks,21.97,20.87,0.05,2,41.74,5
1410,8E218C6E,CUS3949,Male,WA,Credit Card,ITM69622,Abbott's Village,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5
1410,8E218C6E,CUS3949,Male,WA,Credit Card,ITM35008,V,250 mL,Beverages,Energy Drinks,15.96,13.09,0.18,1,13.09,5
1410,8E218C6E,CUS3949,Male,WA,Credit Card,ITM14617,Bertocchi,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5
1411,85CDA3B4,CUS7881,Male,WA,Debit Card,ITM61284,Tilda,500 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,4
1411,85CDA3B4,CUS7881,Male,WA,Debit Card,ITM70911,Australian Fresh,500 g,Produce,Vegetables,5.19,5.03,0.03,5,25.15,5
1411,85CDA3B4,CUS7881,Male,WA,Debit Card,ITM49209,Monster,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5
1412,A58A972A,CUS6619,Male,QLD,Cash,ITM41893,Tip Top,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5
1412,A58A972A,CUS6619,Male,QLD,Cash,ITM76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5
1412,A58A972A,CUS6619,Male,QLD,Cash,ITM47678,Lindt,250 g,Snacks,Chocolate,3.9,3.86,0.01,4,15.44,5
1412,A58A972A,CUS6619,Male,QLD,Cash,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4
1413,CF174D99,CUS8191,Female,WA,Debit Card,ITM13754,Lindt,200 g,Snacks,Chocolate,8.04,7.64,0.05,5,38.2,5
1413,CF174D99,CUS8191,Female,WA,Debit Card,ITM38892,Berri,250 mL,Beverages,Juice,24.6,18.94,0.23,2,37.88,3
1413,CF174D99,CUS8191,Female,WA,Debit Card,ITM48210,Schweppes,2000 mL,Beverages,Soft Drinks,21.97,20.87,0.05,2,41.74,4
1413,CF174D99,CUS8191,Female,WA,Debit Card,ITM49021,Sara Lee,1 pack,Bakery,Cake,5.34,4.54,0.15,5,22.7,5
1414,4743A81A,CUS8114,Male,WA,Cash,ITM91313,Cadbury,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5
1414,4743A81A,CUS8114,Male,WA,Cash,ITM88148,Chobani,1500 mL,Dairy,Yogurt,14.25,14.11,0.01,2,28.22,5
1414,4743A81A,CUS8114,Male,WA,Cash,ITM37711,Tilda,1000 g,Pantry,Rice,2.3,2.25,0.02,5,11.25,5
1414,4743A81A,CUS8114,Male,WA,Cash,ITM32607,SPC,750 g,Pantry,Canned Food,7.09,5.81,0.18,5,29.05,5
1415,91740D53,CUS2913,Female,SA,Credit Card,ITM73444,Arnott's,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5
1415,91740D53,CUS2913,Female,SA,Credit Card,ITM28469,TUC,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,2
1415,91740D53,CUS2913,Female,SA,Credit Card,ITM73376,Lindt,250 g,Snacks,Chocolate,14.07,12.8,0.09,2,25.6,5
1416,E89A0AAF,CUS6783,Male,WA,Debit Card,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5
1416,E89A0AAF,CUS6783,Male,WA,Debit Card,ITM28085,Coles Brand,1000 g,Produce,Fruits,22.07,17.21,0.22,2,34.42,2
1416,E89A0AAF,CUS6783,Male,WA,Debit Card,ITM66308,Oreo,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5
1416,E89A0AAF,CUS6783,Male,WA,Debit Card,ITM61269,V,2000 mL,Beverages,Energy Drinks,22.44,21.54,0.04,5,107.7,4
1416,E89A0AAF,CUS6783,Male,WA,Debit Card,ITM76678,Balfours,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3
1417,41778935,CUS1405,Male,VIC,Credit Card,ITM69561,A2 Milk,500 mL,Dairy,Milk,20.35,15.67,0.23,5,78.35,5
1417,41778935,CUS1405,Male,VIC,Credit Card,ITM27502,Australian Fresh,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4
1417,41778935,CUS1405,Male,VIC,Credit Card,ITM55462,Abbott's Village,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5
1417,41778935,CUS1405,Male,VIC,Credit Card,ITM82173,Red Bull,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5
1418,856E6A66,CUS33 four,Male,NSW,Debit Card,ITM23586,Yoplait,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4
1418,856E6A66,CUS33 four,Male,NSW,Debit Card,ITM35042,Australian Fresh,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5
1418,856E6A66,CUS33 four,Male,NSW,Debit Card,ITM54167,Bertocchi,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5
1418,856E6A66,CUS33 four,Male,NSW,Debit Card,ITM49209,V,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5
1418,856E6A66,CUS33 four,Male,NSW,Debit Card,ITM49902,Coles Brand,750 g,Meat,Pork,6.32,6.0,0.05,1,6.0,5
1419,6C749F9A,CUS2915,Male,QLD,Credit Card,ITM50710,Chobani,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,4
1419,6C749F9A,CUS2915,Male,QLD,Credit Card,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4
1419,6C749F9A,CUS2915,Male,QLD,Credit Card,ITM34137,Heinz,500 g,Pantry,Canned Food,9.27,6.67,0.28,5,33.35,5
1419,6C749F9A,CUS2915,Male,QLD,Credit Card,ITM72983,Berri,500 mL,Beverages,Juice,23.73,18.03,0.24,4,72.12,3
1419,6C749F9A,CUS2915,Male,QLD,Credit Card,ITM14960,Dairy Farmers,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
1420,9D394831,CUS4059,Male,QLD,Credit Card,ITM45168,TUC,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
1420,9D394831,CUS4059,Male,QLD,Credit Card,ITM34535,Berri,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5
1420,9D394831,CUS4059,Male,QLD,Credit Card,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5
1420,9D394831,CUS4059,Male,QLD,Credit Card,ITM12293,Tilda,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5
1420,9D394831,CUS4059,Male,QLD,Credit Card,ITM54765,V,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
1421,DEC16D00,CUS5515,Male,NSW,Credit Card,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
1421,DEC16D00,CUS5515,Male,NSW,Credit Card,ITM31832,Bertocchi,1500 g,Meat,Pork,23.18,18.78,0.19,3,56.34,3
1421,DEC16D00,CUS5515,Male,NSW,Credit Card,ITM68123,Yoplait,1000 mL,Dairy,Yogurt,11.94,8.6,0.28,1,8.6,5
1421,DEC16D00,CUS5515,Male,NSW,Credit Card,ITM34137,SPC,500 g,Pantry,Canned Food,9.27,6.67,0.28,5,33.35,5
1421,DEC16D00,CUS5515,Male,NSW,Credit Card,ITM57792,Devondale,1500 mL,Dairy,Cheese,22.27,16.03,0.28,5,80.15,2
1422,DACF8CA8,CUS3469,Female,NSW,Debit Card,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3
1422,DACF8CA8,CUS3469,Female,NSW,Debit Card,ITM50876,Coles RSPCA Approved,250 g,Meat,Chicken,22.79,16.41,0.28,1,16.41,2
1422,DACF8CA8,CUS3469,Female,NSW,Debit Card,ITM14960,Dairy Farmers,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
1423,005F6FBB,CUS2946,Male,NSW,Cash,ITM27502,Australian Fresh,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4
1423,005F6FBB,CUS2946,Male,NSW,Cash,ITM81805,Lilydale,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,4
1423,005F6FBB,CUS2946,Male,NSW,Cash,ITM50876,Lilydale,250 g,Meat,Chicken,22.79,16.41,0.28,1,16.41,4
1424,E6FFB870,CUS2877,Female,WA,Cash,ITM31013,Coca-Cola,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
1424,E6FFB870,CUS2877,Female,WA,Cash,ITM37711,Sunrice,1000 g,Pantry,Rice,2.3,2.25,0.02,5,11.25,5
1424,E6FFB870,CUS2877,Female,WA,Cash,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
1425,68515BAA,CUS Sixers,Female,WA,Credit Card,ITM70911,Australian Fresh,500 g,Produce,Vegetables,5.19,5.03,0.03,5,25.15,5
1425,68515BAA,CUS Sixers,Female,WA,Credit Card,ITM96045,Coles Brand,1500 g,Produce,Vegetables,22.2,17.76,0.2,5,88.8,3
1425,68515BAA,CUS Sixers,Female,WA,Credit Card,ITM61583,Bertocchi,1500 g,Meat,Pork,8.32,6.41,0.23,5,32.05,5
1426,5AF7CD7D,CUS1349,Male,VIC,Cash,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
1426,5AF7CD7D,CUS1349,Male,VIC,Cash,ITM12293,Tilda,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5
1426,5AF7CD7D,CUS1349,Male,VIC,Cash,ITM23586,Jalna,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4
1426,5AF7CD7D,CUS1349,Male,VIC,Cash,ITM69722,Edgell,250 g,Pantry,Canned Food,15.14,14.99,0.01,2,29.98,5
1427,4C0AACE0,CUS3求伙,Male,SA,Debit Card,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4
1427,4C0AACE0,CUS3求伙,Male,SA,Debit Card,ITM90145,Berri,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,5
1427,4C0AACE0,CUS3求伙,Male,SA,Debit Card,ITM49902,Coles Brand,750 g,Meat,Pork,6.32,6.0,0.05,1,6.0,5
1427,4C0AACE0,CUS3求伙,Male,SA,Debit Card,ITM28469,Arnott's,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,4
1427,4C0AACE0,CUS3求伙,Male,SA,Debit Card,ITM61284,Sunrice,500 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,3
1428,7DB70E6F,CUS2877,Female,NSW,Debit Card,ITM37711,Tilda,1000 g,Pantry,Rice,2.3,2.25,0.02,5,11.25,5
1428,7DB70E6F,CUS2877,Female,NSW,Debit Card,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
1428,7DB70E6F,CUS2877,Female,NSW,Debit Card,ITM80077,Edgell,250 g,Pantry,Canned Food,3.05,2.41,0.21,4,9.64,5
1428,7DB70E6F,CUS2877,Female,NSW,Debit Card,ITM90145,Daily Juice,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,4
1429,60470AF5,CUS2297,Female,VIC,Credit Card,ITM55806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4
1429,60470AF5,CUS2297,Female,VIC,Credit Card,ITM65080,Australian Fresh,1500 g,Produce,Fruits,18.75,18.56,0.01,1,18.56,4
1429,60470AF5,CUS2297,Female,VIC,Credit Card,ITM69622,Tip Top,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5
1429,60470AF5,CUS2297,Female,VIC,Credit Card,ITM54765,V,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
1430,46C2E3AD,CUS6503,Male,WA,Cash,ITM81101,Smith's,300 g,Snacks,Chips,11.15,8.36,0.25,4,33.44,5
1430,46C2E3AD,CUS6503,Male,WA,Cash,ITM88148,Jalna,1500 mL,Dairy,Yogurt,14.25,14.11,0.01,2,28.22,5
1430,46C2E3AD,CUS6503,Male,WA,Cash,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5
1430,46C2E3AD,CUS6503,Male,WA,Cash,ITM27502,Coles Brand,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4
1431,248BA51B,CUS6049,Female,NSW,Credit Card,ITM74950,Lilydale,1500 g,Meat,Chicken,20.08,15.86,0.21,2,31.72,5
1431,248BA51B,CUS6049,Female,NSW,Credit Card,ITM78671,Cadbury,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5
1431,248BA51B,CUS6049,Female,NSW,Credit Card,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
1431,248BA51B,CUS6049,Female,NSW,Credit Card,ITM76678,Balfours,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3
1432,242700E5,CUS5944,Female,SA,Credit Card,ITM13754,Nestle,200 g,Snacks,Chocolate,8.04,7.64,0.05,5,38.2,5
1432,242700E5,CUS5944,Female,SA,Credit Card,ITM28590,TUC,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,2
1432,242700E5,CUS5944,Female,SA,Credit Card,ITM26641,Pepsi,1000 mL,Beverages,Soft Drinks,4.66,3.63,0.22,2,7.26,5
1432,242700E5,CUS5944,Female,SA,Credit Card,ITM99787,Bertocchi,500 g,Meat,Pork,11.61,11.38,0.02,2,22.76,5
1433,115CCB6C,CUS2168,Female,VIC,Cash,ITM65080,Coles Brand,1500 g,Produce,Fruits,18.75,18.56,0.01,1,18.56,4
1433,115CCB6C,CUS2168,Female,VIC,Cash,ITM30505,Lilydale,1000 g,Meat,Chicken,3.05,2.26,0.26,3,6.78,5
1433,115CCB6C,CUS2168,Female,VIC,Cash,ITM55806,Red Rock Deli,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,5
1434,791A1334,CUS9516,Female,VIC,Debit Card,ITM28085,Australian Fresh,1000 g,Produce,Fruits,22.07,17.21,0.22,2,34.42,2
1434,791A1334,CUS9516,Female,VIC,Debit Card,ITM91313,Nestle,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5
1434,791A1334,CUS9516,Female,VIC,Debit Card,ITM57792,Devondale,1500 mL,Dairy,Cheese,22.27,16.03,0.28,5,80.15,2
1434,791A1334,CUS9516,Female,VIC,Debit Card,ITM26641,Pepsi,1000 mL,Beverages,Soft Drinks,4.66,3.63,0.22,2,7.26,5
1434,791A1334,CUS9516,Female,VIC,Debit Card,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
1435,58EAA5E3,CUS7999,Female,WA,Debit Card,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4
1435,58EAA5E3,CUS7999,Female,WA,Debit Card,ITM73444,Arnott's,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5
1435,58EAA5E3,CUS7999,Female,WA,Debit Card,ITM10665,A2 Milk,2000 mL,Dairy,Milk,23.67,19.53,0.16,2,39.06,4
1435,58EAA5E3,CUS7999,Female,WA,Debit Card,ITM21419,Dairy Farmers,2000 mL,Dairy,Milk,16.94,14.4,0.15,1,14.4,5
1435,58EAA5E3,CUS7999,Female,WA,Debit Card,ITM78671,Cadbury,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5
1436,8EC200CC,CUS4872,Male,VIC,Debit Card,ITM69622,Helga's,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5
1436,8EC200CC,CUS4872,Male,VIC,Debit Card,ITM14960,Dairy Farmers,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
1436,8EC200CC,CUS4872,Male,VIC,Debit Card,IT69002,Mainland,1500 mL,Dairy,Cheese,22.27,16.03,0.28,5,80.15,3
1437,1F753E3E,CUS1349,Female,WA,Cash,ITM55806,Red Rock Deli,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,5
1437,1F753E3E,CUS1349,Female,WA,Cash,ITM90456,Coles Brand,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
1437,1F753E3E,CUS1349,Female,WA,Cash,ITM54765,V,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
1437,1F753E3E,CUS1349,Female,WA,Cash,ITM50710,Yoplait,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3
1438,0FD4B511,CUS3151,Female,NSW,Credit Card,ITM96806,Tip Top,1 pack,Bakery,Bread,23.72,20.64,0.13,4,82.56,4
